class,layer,change_rate,type,rank
"orangutan, orang, orangutang, Pongo pygmaeus",9,0.34166091612514726,critical,1
"orangutan, orang, orangutang, Pongo pygmaeus",10,0.2958693218935878,critical,2
"orangutan, orang, orangutang, Pongo pygmaeus",11,0.13388610917162624,critical,3
"orangutan, orang, orangutang, Pongo pygmaeus",1,-inf,least_critical,1
"orangutan, orang, orangutang, Pongo pygmaeus",4,-inf,least_critical,2
"orangutan, orang, orangutang, Pongo pygmaeus",5,-inf,least_critical,3
"chimpanzee, chimp, Pan troglodytes",9,0.4307595544378274,critical,1
"chimpanzee, chimp, Pan troglodytes",10,0.33699334515920787,critical,2
"chimpanzee, chimp, Pan troglodytes",11,0.02559861462454127,critical,3
"chimpanzee, chimp, Pan troglodytes",3,-inf,least_critical,1
"chimpanzee, chimp, Pan troglodytes",4,-inf,least_critical,2
"chimpanzee, chimp, Pan troglodytes",5,-inf,least_critical,3
baboon,10,0.40183646656806216,critical,1
baboon,9,0.2561831850773331,critical,2
baboon,11,0.09534047375570931,critical,3
baboon,3,-inf,least_critical,1
baboon,4,-inf,least_critical,2
baboon,5,-inf,least_critical,3
"African elephant, Loxodonta africana",10,0.46913121549194337,critical,1
"African elephant, Loxodonta africana",11,0.2713943408879277,critical,2
"African elephant, Loxodonta africana",9,0.15417986405722334,critical,3
"African elephant, Loxodonta africana",5,-inf,least_critical,1
"African elephant, Loxodonta africana",1,1.5882546649659778e-05,least_critical,2
"African elephant, Loxodonta africana",2,5.763263696276761e-05,least_critical,3
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",11,0.413158720562351,critical,1
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",10,0.332411616726331,critical,2
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",9,0.14211214127686617,critical,3
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1,-inf,least_critical,1
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",6,-inf,least_critical,2
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",2,3.8440318530774664e-06,least_critical,3
abacus,9,0.2698608817723016,critical,1
abacus,10,0.17043414564736398,critical,2
abacus,11,0.12288123093345799,critical,3
abacus,4,-inf,least_critical,1
abacus,6,-inf,least_critical,2
abacus,1,0.0001793227316011117,least_critical,3
"academic gown, academic robe, judge's robe",10,0.43622542402379627,critical,1
"academic gown, academic robe, judge's robe",11,0.12174494086150389,critical,2
"academic gown, academic robe, judge's robe",9,0.04400605149890908,critical,3
"academic gown, academic robe, judge's robe",1,-inf,least_critical,1
"academic gown, academic robe, judge's robe",2,-inf,least_critical,2
"academic gown, academic robe, judge's robe",4,0.00012419771141140005,least_critical,3
altar,10,0.21886642741601886,critical,1
altar,9,0.21614690088820684,critical,2
altar,11,0.028262297346383913,critical,3
altar,1,-inf,least_critical,1
altar,2,-inf,least_critical,2
altar,3,-inf,least_critical,3
apron,10,0.11612581053021337,critical,1
apron,11,0.0781820947815913,critical,2
apron,9,0.041277154217508216,critical,3
apron,1,-inf,least_critical,1
apron,2,-inf,least_critical,2
apron,3,-inf,least_critical,3
"backpack, back pack, knapsack, packsack, rucksack, haversack",9,0.18881365434835976,critical,1
"backpack, back pack, knapsack, packsack, rucksack, haversack",10,0.1215936456586792,critical,2
"backpack, back pack, knapsack, packsack, rucksack, haversack",8,0.023034151682513784,critical,3
"backpack, back pack, knapsack, packsack, rucksack, haversack",2,-inf,least_critical,1
"backpack, back pack, knapsack, packsack, rucksack, haversack",3,-inf,least_critical,2
"backpack, back pack, knapsack, packsack, rucksack, haversack",11,-inf,least_critical,3
"bannister, banister, balustrade, balusters, handrail",9,0.16821346766533682,critical,1
"bannister, banister, balustrade, balusters, handrail",10,0.09147511272654812,critical,2
"bannister, banister, balustrade, balusters, handrail",8,0.07658470254624263,critical,3
"bannister, banister, balustrade, balusters, handrail",1,-inf,least_critical,1
"bannister, banister, balustrade, balusters, handrail",3,-inf,least_critical,2
"bannister, banister, balustrade, balusters, handrail",4,-inf,least_critical,3
barbershop,11,0.11766236201465294,critical,1
barbershop,10,0.08228219247885137,critical,2
barbershop,9,0.023184436404917515,critical,3
barbershop,5,-inf,least_critical,1
barbershop,7,-inf,least_critical,2
barbershop,8,-inf,least_critical,3
