class,layer,change_rate_avg,change_rate_std
"goldfish, Carassius auratus",1,0.11063951969146729,0.05308536817498179
"goldfish, Carassius auratus",2,0.1118013334274292,0.08956764943256634
"goldfish, Carassius auratus",3,-0.3769263792037964,0.04946734595691577
"goldfish, Carassius auratus",4,-0.013164496421813948,0.07077351385495376
"goldfish, Carassius auratus",5,0.09035956382751464,0.08390760231354535
"goldfish, Carassius auratus",6,-0.20872812271118163,0.08563628217183114
"goldfish, Carassius auratus",7,0.10496128082275391,0.05582976960772171
"goldfish, Carassius auratus",8,-0.25644353389739993,0.09961801258192228
"goldfish, Carassius auratus",9,-0.20918160438537597,0.12926956720582242
"goldfish, Carassius auratus",10,0.3356919717788696,0.20812033449219455
"goldfish, Carassius auratus",11,-0.015225024223327655,0.18649065604037732
"goldfish, Carassius auratus",12,0.5510698366165161,0.33642763465869296
"goldfish, Carassius auratus",13,-0.5787416505813598,0.2503187688583633
"goldfish, Carassius auratus",14,-0.21850435733795165,0.1529587241145026
"goldfish, Carassius auratus",15,0.14848729133605956,0.22532136237021028
"goldfish, Carassius auratus",16,0.16137584209442138,0.20875108305138207
"goldfish, Carassius auratus",17,-0.3505363702774048,0.21356125822882657
"goldfish, Carassius auratus",18,-0.051505799293518055,0.19148063205127555
"goldfish, Carassius auratus",19,0.015490469932556135,0.2799116823898675
"goldfish, Carassius auratus",20,-0.0893874788284302,0.301973742381171
"goldfish, Carassius auratus",21,-0.2783368110656738,0.28776932524535653
"goldfish, Carassius auratus",22,0.05573187828063965,0.2779135027497838
"goldfish, Carassius auratus",23,-3.1718649864196777,0.41026873554525695
"European fire salamander, Salamandra salamandra",1,0.18947467803955081,0.05152469855733867
"European fire salamander, Salamandra salamandra",2,0.16890150547027588,0.05746790517380082
"European fire salamander, Salamandra salamandra",3,-0.322053861618042,0.045025216592721136
"European fire salamander, Salamandra salamandra",4,-0.03643340110778812,0.05934050506661483
"European fire salamander, Salamandra salamandra",5,0.1736676216125489,0.054457767166852196
"European fire salamander, Salamandra salamandra",6,-0.43505078315734863,0.05979938348113347
"European fire salamander, Salamandra salamandra",7,0.16406849384307867,0.06182082200044596
"European fire salamander, Salamandra salamandra",8,-0.14181643486022952,0.08591488337055404
"European fire salamander, Salamandra salamandra",9,-0.251685209274292,0.11060351694260503
"European fire salamander, Salamandra salamandra",10,0.6209918832778931,0.1562617237658509
"European fire salamander, Salamandra salamandra",11,0.0803445339202881,0.2583721079743077
"European fire salamander, Salamandra salamandra",12,0.3247144985198975,0.294900774760939
"European fire salamander, Salamandra salamandra",13,-0.5279702138900757,0.19953319017565394
"European fire salamander, Salamandra salamandra",14,-0.22904760837554933,0.16025167139718702
"European fire salamander, Salamandra salamandra",15,0.07638341903686525,0.14330506157037085
"European fire salamander, Salamandra salamandra",16,0.16130365371704097,0.24196432815637375
"European fire salamander, Salamandra salamandra",17,-0.3025891637802124,0.15051975923034133
"European fire salamander, Salamandra salamandra",18,0.008038916587829563,0.18974367447689905
"European fire salamander, Salamandra salamandra",19,-0.08940145969390867,0.19058966027664595
"European fire salamander, Salamandra salamandra",20,-0.07989605426788328,0.19727534594962626
"European fire salamander, Salamandra salamandra",21,-0.3960169076919556,0.1749144974248642
"European fire salamander, Salamandra salamandra",22,-0.0312894058227539,0.3364494397770861
"European fire salamander, Salamandra salamandra",23,-3.0210817432403565,0.37630565912653813
"bullfrog, Rana catesbeiana",1,0.17055614471435546,0.05042342218143909
"bullfrog, Rana catesbeiana",2,0.19417810916900635,0.0547576840079888
"bullfrog, Rana catesbeiana",3,-0.36243547916412355,0.06590448949630016
"bullfrog, Rana catesbeiana",4,-0.0418889808654785,0.05129375206416092
"bullfrog, Rana catesbeiana",5,0.13202980995178218,0.06212655245041853
"bullfrog, Rana catesbeiana",6,-0.35770483016967775,0.0643625195995867
"bullfrog, Rana catesbeiana",7,0.14551231384277344,0.06905634480778865
"bullfrog, Rana catesbeiana",8,-0.13412147521972656,0.09081987375209302
"bullfrog, Rana catesbeiana",9,-0.27529161930084234,0.10716905216387523
"bullfrog, Rana catesbeiana",10,0.5004011249542236,0.19054871080137142
"bullfrog, Rana catesbeiana",11,0.17454485416412355,0.18344986906560098
"bullfrog, Rana catesbeiana",12,0.23913395881652832,0.29449207490173895
"bullfrog, Rana catesbeiana",13,-0.4090632629394531,0.28904122403580523
"bullfrog, Rana catesbeiana",14,-0.23431947231292724,0.14978060133127252
"bullfrog, Rana catesbeiana",15,0.025364832878112795,0.14170433300375634
"bullfrog, Rana catesbeiana",16,0.14633547782897952,0.20578836804995665
"bullfrog, Rana catesbeiana",17,-0.2938451433181763,0.17609212073255812
"bullfrog, Rana catesbeiana",18,-0.0513028812408447,0.14963075439919724
"bullfrog, Rana catesbeiana",19,-0.0807813262939453,0.18011318448561497
"bullfrog, Rana catesbeiana",20,-0.26725896835327156,0.2414521010884416
"bullfrog, Rana catesbeiana",21,-0.15333268642425535,0.20003200539221036
"bullfrog, Rana catesbeiana",22,-0.1495101070404053,0.24220317260609808
"bullfrog, Rana catesbeiana",23,-2.927074055671692,0.4396340355618358
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1,0.1669377613067627,0.05965603927451518
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",2,0.20575933933258056,0.0819146864595429
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",3,-0.3876305484771729,0.07498102350530099
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",4,-0.05586680412292477,0.05339380334005587
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",5,0.13514583110809322,0.07551890001827288
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",6,-0.382124662399292,0.05841670054908229
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",7,0.13544266700744628,0.07660522255738357
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",8,-0.17552134990692142,0.09288086681173965
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",9,-0.30609811782836915,0.11129325854766589
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",10,0.4427383518218994,0.13283547831691397
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",11,0.25636011600494385,0.25844855335738703
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",12,0.1175491189956665,0.34496406772849275
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",13,-0.34736680030822753,0.29840475507207753
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",14,-0.2092011070251465,0.14527624910292572
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",15,0.008048753738403294,0.19099970670281752
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",16,0.1440362644195557,0.19355167145754065
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",17,-0.30495677947998046,0.15705502647121777
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",18,-0.0037131786346435813,0.17220703844243712
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",19,-0.08410991668701172,0.18647110480030457
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",20,-0.29926123619079587,0.2957183259961767
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",21,-0.13958612442016605,0.22556767920092918
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",22,0.01676288604736331,0.31365995765847515
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",23,-3.3480621004104614,0.42502416156380557
"American alligator, Alligator mississipiensis",1,0.16774263381958007,0.05705439953617333
"American alligator, Alligator mississipiensis",2,0.25227563858032226,0.04258472041183966
"American alligator, Alligator mississipiensis",3,-0.3108760070800781,0.03520346903767452
