Image,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23
Image_581,0.42200028896331787,0.4500140845775604,0.4667726457118988,0.4669530689716339,0.4760953187942505,0.48456254601478577,0.48826226592063904,0.5047751665115356,0.5228146314620972,0.5407241582870483,0.5453158617019653,0.5545259118080139,0.5782226324081421,0.5762881636619568,0.6123242378234863,0.6604788303375244,0.6643766760826111,0.7172558307647705,0.7337708473205566,0.750749945640564,0.7914225459098816,0.8253809809684753,0.8869792222976685,1.0
Image_582,0.4516744613647461,0.46768757700920105,0.47294870018959045,0.47621622681617737,0.48903509974479675,0.49945029616355896,0.49993017315864563,0.5113776326179504,0.5276841521263123,0.5480815768241882,0.5406217575073242,0.5453038215637207,0.565697193145752,0.5692751407623291,0.606697142124176,0.6489994525909424,0.6555617451667786,0.7041658759117126,0.7283914089202881,0.7341510653495789,0.7756786346435547,0.8186686038970947,0.9006316065788269,1.0
Image_583,0.43225279450416565,0.45087912678718567,0.45425859093666077,0.45317214727401733,0.46021419763565063,0.46725815534591675,0.4661202132701874,0.4834645092487335,0.4967808723449707,0.5188570022583008,0.5119159817695618,0.5218707323074341,0.5387313961982727,0.5467731356620789,0.5777638554573059,0.6038743257522583,0.6064960360527039,0.6514412760734558,0.6876355409622192,0.7115340232849121,0.7549104690551758,0.8011312484741211,0.8905990719795227,1.0000001192092896
Image_584,0.4054613411426544,0.4178881049156189,0.42286041378974915,0.43358197808265686,0.43734732270240784,0.4570212960243225,0.46089786291122437,0.4831639230251312,0.5158398151397705,0.5437760949134827,0.5556988716125488,0.5647899508476257,0.5696748495101929,0.5841845273971558,0.6042559742927551,0.6493504047393799,0.6618892550468445,0.7142181396484375,0.7396059036254883,0.7569306492805481,0.7891449332237244,0.8447147607803345,0.888662576675415,0.9999998807907104
Image_585,0.45038604736328125,0.4703174829483032,0.4783727824687958,0.473495215177536,0.48206627368927,0.49359041452407837,0.49003905057907104,0.5048794150352478,0.5175913572311401,0.5386877655982971,0.5324466228485107,0.5165603756904602,0.5392441749572754,0.5587568879127502,0.5874629020690918,0.624685525894165,0.6266659498214722,0.6863797307014465,0.7150286436080933,0.7357725501060486,0.7813779711723328,0.821103572845459,0.9040319919586182,1.0
Image_586,0.43471428751945496,0.4522744417190552,0.467352032661438,0.46401092410087585,0.476110577583313,0.4957405924797058,0.4948941767215729,0.5129594802856445,0.5219601392745972,0.5469475984573364,0.5611275434494019,0.578272819519043,0.5884014368057251,0.5878414511680603,0.6165826916694641,0.6459503173828125,0.6487998962402344,0.6971877813339233,0.712065577507019,0.725670337677002,0.7774122357368469,0.8405303359031677,0.8914806842803955,1.0000001192092896
Image_587,0.42828384041786194,0.4446788430213928,0.4502456784248352,0.45028096437454224,0.45697999000549316,0.4704090356826782,0.4703236222267151,0.4724176228046417,0.46560338139533997,0.4954407215118408,0.5060694217681885,0.5302720665931702,0.5525348782539368,0.5757036209106445,0.5771169066429138,0.6068384647369385,0.6188183426856995,0.656341016292572,0.67204749584198,0.7236955761909485,0.7613773345947266,0.8245316743850708,0.8909005522727966,1.0
Image_588,0.4042447507381439,0.4221993386745453,0.43997159600257874,0.4433680772781372,0.449215829372406,0.4594968855381012,0.4654041528701782,0.47366929054260254,0.4871366024017334,0.506843626499176,0.49893414974212646,0.4852426052093506,0.4983651340007782,0.5046515464782715,0.5384811162948608,0.5932267904281616,0.6141021847724915,0.6625120043754578,0.6862257719039917,0.6981043219566345,0.7300530076026917,0.7806341648101807,0.8788271546363831,1.0
Image_589,0.3862137794494629,0.399600625038147,0.4101678431034088,0.4172472357749939,0.4240255653858185,0.4429653584957123,0.4506455063819885,0.4623473882675171,0.4892646372318268,0.517918050289154,0.5460493564605713,0.566949188709259,0.552465558052063,0.570411741733551,0.5716864466667175,0.6153738498687744,0.6433568000793457,0.6968199014663696,0.7191154360771179,0.7337737679481506,0.7685067653656006,0.8308552503585815,0.8767940402030945,0.9999999403953552
Image_590,0.44521579146385193,0.45749032497406006,0.46337616443634033,0.4726124405860901,0.48845431208610535,0.5084909796714783,0.5163902640342712,0.5380107164382935,0.5683726668357849,0.5786662101745605,0.5960074067115784,0.6053599715232849,0.6237967014312744,0.6283970475196838,0.632072389125824,0.6730164885520935,0.6976758241653442,0.7285584211349487,0.7259843945503235,0.7465177178382874,0.7795448303222656,0.8196366429328918,0.8642930388450623,1.000000238418579
Image_591,0.45811542868614197,0.4736335277557373,0.4858633875846863,0.4858294427394867,0.5031193494796753,0.5023439526557922,0.503936767578125,0.5188811421394348,0.5323414206504822,0.5584285259246826,0.5529612898826599,0.5580554008483887,0.5715306401252747,0.5668606162071228,0.5847071409225464,0.6172623634338379,0.6171947121620178,0.6752747893333435,0.693707287311554,0.7189753651618958,0.7643036246299744,0.810623049736023,0.8931482434272766,1.000000238418579
Image_592,0.4026942253112793,0.42132946848869324,0.42907416820526123,0.43049219250679016,0.44722363352775574,0.47715476155281067,0.4829919934272766,0.4896654784679413,0.5160666704177856,0.5338847637176514,0.5257071256637573,0.5335747599601746,0.5541953444480896,0.547026515007019,0.5876115560531616,0.6187437176704407,0.6387878060340881,0.7000270485877991,0.7227888107299805,0.7476460933685303,0.776439905166626,0.8373124003410339,0.8840803503990173,1.0000001192092896
Image_593,0.4242052435874939,0.44485238194465637,0.4492283761501312,0.4471610188484192,0.4606650173664093,0.4710184633731842,0.47176593542099,0.49104437232017517,0.5028092861175537,0.5141116976737976,0.5067480206489563,0.5261901617050171,0.543639600276947,0.5571726560592651,0.5795177817344666,0.6167120933532715,0.6134912967681885,0.6703632473945618,0.682328462600708,0.7103856205940247,0.7517916560173035,0.8030290007591248,0.8879844546318054,1.0
Image_594,0.3917831778526306,0.402901291847229,0.4066917896270752,0.41397973895072937,0.4266510605812073,0.4406292140483856,0.4422222971916199,0.4489837884902954,0.46517401933670044,0.48475489020347595,0.5036776661872864,0.5065744519233704,0.5144591927528381,0.5052814483642578,0.5438133478164673,0.5732528567314148,0.598379373550415,0.6484664082527161,0.6835885047912598,0.7047221064567566,0.719516396522522,0.7873788475990295,0.8508898019790649,1.0000001192092896
Image_595,0.4328014850616455,0.45038944482803345,0.4663718044757843,0.47069528698921204,0.4889949560165405,0.5097176432609558,0.5136216878890991,0.5343766808509827,0.5405250191688538,0.5536894798278809,0.5499868988990784,0.5662810206413269,0.5899447798728943,0.5745794177055359,0.6066500544548035,0.6475295424461365,0.6461355090141296,0.712325930595398,0.7286097407341003,0.7421269416809082,0.7757020592689514,0.8381115198135376,0.8866065144538879,1.0000001192092896
Image_596,0.4241197407245636,0.4397408664226532,0.4556314945220947,0.46003457903862,0.4671027958393097,0.4713980555534363,0.47263288497924805,0.48975974321365356,0.507888674736023,0.5392699241638184,0.550805926322937,0.5368244051933289,0.5591174364089966,0.5757532715797424,0.604286789894104,0.6333392858505249,0.6470618844032288,0.6952404975891113,0.7106866836547852,0.7294084429740906,0.7610048055648804,0.8121370077133179,0.8875559568405151,1.0000001192092896
Image_597,0.4758971929550171,0.4957132339477539,0.502526581287384,0.5126155614852905,0.5266289710998535,0.5237833261489868,0.5275521874427795,0.5303298830986023,0.5598945617675781,0.573964536190033,0.5557470917701721,0.5547863245010376,0.5707647204399109,0.5778798460960388,0.6142867207527161,0.6324385404586792,0.6417375206947327,0.7165259122848511,0.7324354648590088,0.7428918480873108,0.7659875154495239,0.8112255334854126,0.8985155820846558,1.0
Image_598,0.4390895962715149,0.4524848163127899,0.46849411725997925,0.4675709009170532,0.46958351135253906,0.47835513949394226,0.4789659380912781,0.49716463685035706,0.5256937146186829,0.5455113649368286,0.5311287045478821,0.5397919416427612,0.565173864364624,0.568708598613739,0.6067162752151489,0.6264815330505371,0.6332422494888306,0.7019940614700317,0.7222245335578918,0.7345597147941589,0.7762669324874878,0.8250512480735779,0.8997587561607361,1.0000001192092896
Image_599,0.4600996971130371,0.4863227605819702,0.48274359107017517,0.48269107937812805,0.4899864196777344,0.49293655157089233,0.49670839309692383,0.5016940832138062,0.5147247314453125,0.5326058864593506,0.5297367572784424,0.5138192772865295,0.5336730480194092,0.5480470061302185,0.5865486264228821,0.6297352910041809,0.6421782374382019,0.6936396956443787,0.7214102745056152,0.7483486533164978,0.7890195846557617,0.8201474547386169,0.8942883610725403,1.0000001192092896
Image_600,0.4013524353504181,0.4140702188014984,0.4322907626628876,0.43775731325149536,0.45345646142959595,0.47823628783226013,0.48310282826423645,0.5067442059516907,0.5360617637634277,0.5578039288520813,0.5562129616737366,0.5532529950141907,0.5958266854286194,0.599949061870575,0.6441802978515625,0.6655260324478149,0.6726695895195007,0.7112970948219299,0.729523241519928,0.7700926661491394,0.7746061086654663,0.8400831818580627,0.873112142086029,0.9999998807907104
Image_601,0.4870685636997223,0.49472588300704956,0.5106896162033081,0.5140599608421326,0.5342774987220764,0.5525046586990356,0.5500003695487976,0.5520464777946472,0.5786539912223816,0.5938005447387695,0.5689927339553833,0.5860822200775146,0.572144627571106,0.5982168912887573,0.6012297868728638,0.625777006149292,0.6539191007614136,0.7087509036064148,0.7307689189910889,0.7611003518104553,0.7844282388687134,0.8220798373222351,0.8988053202629089,1.0000001192092896
Image_602,0.49218788743019104,0.4994022846221924,0.5117236971855164,0.514156699180603,0.529230535030365,0.5490480065345764,0.5517719388008118,0.5621222257614136,0.5720601677894592,0.5860537886619568,0.583919882774353,0.612528920173645,0.6291469931602478,0.6372390389442444,0.6432116031646729,0.6842976808547974,0.6924152374267578,0.753580629825592,0.7642812132835388,0.8019874691963196,0.8242131471633911,0.8505555391311646,0.9000318050384521,1.0
Image_603,0.46160438656806946,0.4620288908481598,0.47498348355293274,0.47387999296188354,0.48891976475715637,0.5010564923286438,0.5047786235809326,0.5165390372276306,0.529884934425354,0.5520323514938354,0.5604501962661743,0.5722448825836182,0.575683057308197,0.592971920967102,0.6129006743431091,0.6341294646263123,0.6572073101997375,0.7159389853477478,0.733660876750946,0.74778151512146,0.7836024761199951,0.8460407853126526,0.9023439884185791,1.000000238418579
Image_604,0.46807223558425903,0.4699203372001648,0.4806140661239624,0.4878612756729126,0.49898356199264526,0.5127698183059692,0.5148891806602478,0.5262067914009094,0.5498474836349487,0.5654119849205017,0.552452564239502,0.5717191100120544,0.5858393311500549,0.6003762483596802,0.6035341620445251,0.6182984709739685,0.6238226294517517,0.7124146223068237,0.7162154316902161,0.7522711157798767,0.7853540182113647,0.8100630640983582,0.8783569931983948,1.0000001192092896
Image_605,0.44894370436668396,0.45949360728263855,0.4648323059082031,0.46718481183052063,0.4828512668609619,0.4944257140159607,0.48962175846099854,0.504008948802948,0.5266213417053223,0.5417873859405518,0.5326862335205078,0.5551957488059998,0.5819688439369202,0.5805495381355286,0.6164494752883911,0.6314035654067993,0.6312735080718994,0.7205830812454224,0.7310161590576172,0.7648845314979553,0.7812663316726685,0.83393394947052,0.9039332866668701,0.9999998807907104
Image_606,0.4783209562301636,0.4887286126613617,0.5006125569343567,0.504459798336029,0.5192878842353821,0.5319849252700806,0.5321091413497925,0.5435659289360046,0.5483565330505371,0.5550070405006409,0.5549518465995789,0.5660339593887329,0.600290834903717,0.6056658029556274,0.6167741417884827,0.6436641216278076,0.6644518971443176,0.7329391241073608,0.7432087659835815,0.776831865310669,0.7982276678085327,0.841437816619873,0.8987959027290344,1.0000001192092896
Image_607,0.452482134103775,0.45760560035705566,0.4658302366733551,0.47268927097320557,0.48712357878685,0.5063058137893677,0.5083417892456055,0.5145751237869263,0.5298880934715271,0.5318106412887573,0.5343426465988159,0.5486205220222473,0.5545151233673096,0.5572651028633118,0.5668071508407593,0.5954803228378296,0.6280139088630676,0.6914013028144836,0.7211259007453918,0.7281855940818787,0.7584125399589539,0.8134742379188538,0.89848393201828,1.0000001192092896
Image_608,0.44863957166671753,0.4533502757549286,0.4737532138824463,0.47791504859924316,0.48979637026786804,0.5107459425926208,0.5066547393798828,0.5159411430358887,0.5276057124137878,0.5418195724487305,0.5445736050605774,0.5645512342453003,0.5922011733055115,0.5982792973518372,0.6145706176757812,0.6467015147209167,0.6645820736885071,0.728238046169281,0.7458076477050781,0.7857053279876709,0.8156570196151733,0.8467941284179688,0.90586256980896,1.0
Image_609,0.45503509044647217,0.45983070135116577,0.4802839159965515,0.48566269874572754,0.4976016879081726,0.5073747038841248,0.5103217363357544,0.5217986106872559,0.5434562563896179,0.5528469085693359,0.5516909956932068,0.5737223029136658,0.5873384475708008,0.5928983688354492,0.5912584066390991,0.6242330074310303,0.623570442199707,0.7055023312568665,0.7291416525840759,0.7483673691749573,0.7786126732826233,0.8311581611633301,0.8916251063346863,0.9999999403953552
Image_610,0.4828989803791046,0.4866706132888794,0.4978084862232208,0.4979722797870636,0.5108463764190674,0.5260874032974243,0.5307519435882568,0.54377681016922,0.5536069273948669,0.5608718991279602,0.5594767332077026,0.5866543054580688,0.6003884673118591,0.6029664278030396,0.6362264752388,0.6625944972038269,0.6603667736053467,0.7351358532905579,0.7478387355804443,0.7755759358406067,0.807574987411499,0.8497440814971924,0.9148707985877991,0.9999999403953552
Image_611,0.48342904448509216,0.48682406544685364,0.5000026822090149,0.5010626316070557,0.5233854651451111,0.5382824540138245,0.5421212315559387,0.5551307201385498,0.5731089115142822,0.5810310244560242,0.5701770782470703,0.5722966194152832,0.5825789570808411,0.6034756898880005,0.6159805655479431,0.6444839239120483,0.6696086525917053,0.7069463729858398,0.7310215830802917,0.7585676312446594,0.7909805178642273,0.8357889652252197,0.8968220949172974,1.0000001192092896
Image_612,0.4613598883152008,0.4681837260723114,0.4794600307941437,0.4792868196964264,0.4927140772342682,0.5082768201828003,0.5084894895553589,0.5160502791404724,0.5242631435394287,0.5390126705169678,0.54716557264328,0.5641993880271912,0.5877246856689453,0.5997176766395569,0.6249262094497681,0.6546545028686523,0.659206748008728,0.7251606583595276,0.7452214956283569,0.7657424211502075,0.791866660118103,0.8365395665168762,0.8899246454238892,1.0
Image_613,0.49206241965293884,0.4999302923679352,0.5105628967285156,0.5134638547897339,0.5211645364761353,0.5398871898651123,0.5381105542182922,0.5443395972251892,0.550337553024292,0.5605970621109009,0.5580929517745972,0.5925251245498657,0.6041926741600037,0.6079316735267639,0.6221023797988892,0.6636061668395996,0.6846380829811096,0.7429313063621521,0.76593416929245,0.7897765040397644,0.8193222284317017,0.8512318730354309,0.9197792410850525,0.9999999403953552
Image_614,0.432308554649353,0.4323931336402893,0.44624894857406616,0.44675832986831665,0.45757436752319336,0.4680563509464264,0.4644043445587158,0.48011770844459534,0.4927147328853607,0.5219502449035645,0.5251864790916443,0.5356740355491638,0.5517225861549377,0.5667180418968201,0.5807181000709534,0.6052749156951904,0.6257091760635376,0.6931359767913818,0.713485598564148,0.7579733729362488,0.7800941467285156,0.8298149704933167,0.8848099708557129,1.000000238418579
Image_615,0.5065645575523376,0.5126108527183533,0.5265436172485352,0.5318711400032043,0.5496147274971008,0.560187041759491,0.5600149035453796,0.5665861964225769,0.5857865214347839,0.5874634385108948,0.5838077664375305,0.5894229412078857,0.5823783278465271,0.5875251293182373,0.6163226366043091,0.6338522434234619,0.6383695006370544,0.7227190136909485,0.7488229870796204,0.7644992470741272,0.7959897518157959,0.8428338170051575,0.9015584588050842,1.000000238418579
Image_616,0.4602612257003784,0.46963080763816833,0.4768981635570526,0.4834391474723816,0.4962728023529053,0.5112826228141785,0.5188760161399841,0.5329153537750244,0.5468573570251465,0.5552710890769958,0.5619317293167114,0.5997058749198914,0.6211357116699219,0.637222170829773,0.6421634554862976,0.6741547584533691,0.6758396625518799,0.7355164289474487,0.7411185503005981,0.7644379138946533,0.8027632236480713,0.8456253409385681,0.9052160978317261,1.0
Image_617,0.41343361139297485,0.4211357533931732,0.4436229169368744,0.44266587495803833,0.4494991898536682,0.4610353708267212,0.46683478355407715,0.48083972930908203,0.5052764415740967,0.5259507894515991,0.523958683013916,0.5484662055969238,0.5734779834747314,0.5897059440612793,0.6052759289741516,0.6361865401268005,0.6575945615768433,0.7263321280479431,0.744076132774353,0.7770366668701172,0.7945780754089355,0.8442907333374023,0.8910291194915771,1.0
Image_618,0.45241105556488037,0.4555918276309967,0.46661072969436646,0.4677804112434387,0.4812048077583313,0.5081926584243774,0.5165063738822937,0.5260879397392273,0.5515715479850769,0.5606598854064941,0.5650392770767212,0.5821391940116882,0.6042401790618896,0.6290712952613831,0.6466280221939087,0.6518470048904419,0.6766402125358582,0.7248051166534424,0.743007242679596,0.7729821801185608,0.8057428002357483,0.854333758354187,0.9028605818748474,0.9999999403953552
Image_619,0.4536198675632477,0.4498400092124939,0.46089693903923035,0.46319833397865295,0.4779653251171112,0.495191752910614,0.49896836280822754,0.5126375555992126,0.5397459864616394,0.5458597540855408,0.551608681678772,0.5659899115562439,0.5696874260902405,0.5996911525726318,0.6064971685409546,0.6346585154533386,0.6559337377548218,0.7163598537445068,0.7438331842422485,0.7719979286193848,0.7896485328674316,0.8236277103424072,0.9037714600563049,1.0
Image_620,0.45012834668159485,0.4552720785140991,0.46648186445236206,0.46184906363487244,0.47276508808135986,0.49311363697052,0.49189531803131104,0.5009912252426147,0.50905841588974,0.5266242027282715,0.5215150117874146,0.5490625500679016,0.5787996649742126,0.5913739800453186,0.6190705895423889,0.6352866291999817,0.6423099040985107,0.7137809991836548,0.7304140329360962,0.7805851101875305,0.8033410310745239,0.8584790229797363,0.9014830589294434,0.9999998807907104
Image_621,0.4562646150588989,0.45403292775154114,0.4716039299964905,0.4774332344532013,0.4926440119743347,0.5107479095458984,0.509399950504303,0.5155898928642273,0.531549870967865,0.5383008718490601,0.5340269804000854,0.5559351444244385,0.5837590098381042,0.5864049792289734,0.5944069027900696,0.6418917179107666,0.6619924902915955,0.7262021899223328,0.74748694896698,0.7833669781684875,0.8046818971633911,0.8382295966148376,0.9101531505584717,1.000000238418579
Image_622,0.4828968942165375,0.49253520369529724,0.5043932795524597,0.5038692951202393,0.5164411664009094,0.541216254234314,0.5395476818084717,0.5471912026405334,0.5549581050872803,0.5688632726669312,0.5642159581184387,0.575849175453186,0.5772125720977783,0.5866580009460449,0.6101941466331482,0.6548174619674683,0.6533883213996887,0.7327732443809509,0.7395714521408081,0.7631480693817139,0.7983825206756592,0.8447895050048828,0.9052355885505676,1.0000001192092896
Image_623,0.44642725586891174,0.44956663250923157,0.4570470452308655,0.4595175087451935,0.4789319336414337,0.5021583437919617,0.5009666085243225,0.5185608863830566,0.5317124128341675,0.5393126010894775,0.5299151539802551,0.5322622656822205,0.5524816513061523,0.5564358234405518,0.5737420916557312,0.6116976141929626,0.621153712272644,0.6969801187515259,0.7148534655570984,0.7496281266212463,0.7925457954406738,0.8418168425559998,0.8983331322669983,1.0000001192092896
Image_624,0.4126373827457428,0.4228207468986511,0.43546488881111145,0.430783748626709,0.4365479052066803,0.4454953670501709,0.44628530740737915,0.4635169506072998,0.48868733644485474,0.4969067871570587,0.4977266788482666,0.5110493302345276,0.5252686142921448,0.5392323732376099,0.5661716461181641,0.5749642252922058,0.5950416922569275,0.690861165523529,0.7040913701057434,0.7369771599769592,0.756920576095581,0.8075894713401794,0.8694934248924255,1.0
Image_625,0.4589097201824188,0.45934203267097473,0.47833770513534546,0.4801391661167145,0.49484801292419434,0.5185447335243225,0.5198845863342285,0.5324768424034119,0.5416857600212097,0.5606514811515808,0.5636231899261475,0.5814305543899536,0.5878136157989502,0.6086711883544922,0.6343953013420105,0.6498255729675293,0.667400598526001,0.7399269342422485,0.7486884593963623,0.7849137187004089,0.8037474155426025,0.8329676389694214,0.8928333520889282,1.0000001192092896
Image_626,0.47011658549308777,0.4739798903465271,0.4884532392024994,0.4903821647167206,0.5048915147781372,0.5199600458145142,0.5205104947090149,0.5268537998199463,0.5440036654472351,0.5641428232192993,0.5581960678100586,0.5631911158561707,0.582515299320221,0.5773450136184692,0.6040530800819397,0.6356934309005737,0.6644495725631714,0.7425028681755066,0.7638393044471741,0.8004299998283386,0.8119676113128662,0.850234866142273,0.9062820076942444,1.0000001192092896
Image_627,0.45871928334236145,0.4671441316604614,0.4774723947048187,0.4820626378059387,0.49807271361351013,0.513788640499115,0.514146089553833,0.5310567021369934,0.5447512269020081,0.5637829303741455,0.5641162395477295,0.5836551189422607,0.5908478498458862,0.602331817150116,0.6140274405479431,0.6245096921920776,0.6567391157150269,0.7117716073989868,0.7355438470840454,0.7672889828681946,0.8141409158706665,0.8564893007278442,0.9090681076049805,1.0000001192092896
Image_628,0.48959043622016907,0.4963456988334656,0.512478768825531,0.5159297585487366,0.5277267694473267,0.5361633896827698,0.5361043214797974,0.5426594018936157,0.5552509427070618,0.5765153169631958,0.5887037515640259,0.5889207720756531,0.588672935962677,0.6038210988044739,0.6148892045021057,0.6497018337249756,0.6708136796951294,0.7279282212257385,0.7525962591171265,0.7926567792892456,0.8296499848365784,0.8624833822250366,0.9185285568237305,0.9999998807907104
Image_629,0.39662161469459534,0.4027288258075714,0.4131796061992645,0.4252868890762329,0.43369340896606445,0.44063010811805725,0.43867412209510803,0.46881771087646484,0.4796323776245117,0.48997175693511963,0.49837180972099304,0.5175976157188416,0.5389171242713928,0.5443709492683411,0.5626619458198547,0.5767743587493896,0.6115126013755798,0.6808476448059082,0.7190690040588379,0.7492371201515198,0.7676036953926086,0.8272928595542908,0.8978469967842102,0.9999998807907104
Image_630,0.4364210069179535,0.444412499666214,0.4487994313240051,0.4477909505367279,0.46453195810317993,0.4738979637622833,0.4762738347053528,0.49585336446762085,0.5200879573822021,0.5301316380500793,0.5425319671630859,0.5481380224227905,0.569329023361206,0.5673022270202637,0.5911620855331421,0.6139634847640991,0.6353937387466431,0.6825568079948425,0.7094799280166626,0.7348806262016296,0.7767660021781921,0.8266666531562805,0.8881028294563293,1.000000238418579
Image_631,0.4293905198574066,0.4287113845348358,0.4423072040081024,0.4459194242954254,0.46411189436912537,0.4774031639099121,0.48031002283096313,0.5002553462982178,0.5155545473098755,0.5313124060630798,0.5454385876655579,0.5378193259239197,0.5550618767738342,0.5501944422721863,0.5590010285377502,0.5930657386779785,0.6231595873832703,0.6863167881965637,0.7036213874816895,0.7255173325538635,0.7765160202980042,0.8277214765548706,0.8745419383049011,0.9999999403953552
Image_632,0.4513288140296936,0.4463393986225128,0.470939964056015,0.4741925597190857,0.48254579305648804,0.4933237135410309,0.49848368763923645,0.5008967518806458,0.511296808719635,0.5209569334983826,0.5165760517120361,0.5322730541229248,0.58518385887146,0.5904615521430969,0.6081187725067139,0.6225590705871582,0.6436244249343872,0.7120880484580994,0.7187745571136475,0.7437883615493774,0.7888338565826416,0.8336350321769714,0.8975238800048828,0.9999999403953552
Image_633,0.45498859882354736,0.46027466654777527,0.47847211360931396,0.483158141374588,0.4914968013763428,0.5052585005760193,0.5097171664237976,0.5205188989639282,0.5325652360916138,0.5474558472633362,0.5543138980865479,0.5621335506439209,0.593455970287323,0.5952978730201721,0.6272297501564026,0.6397727727890015,0.6725227236747742,0.742230236530304,0.7584323287010193,0.796480655670166,0.8166415691375732,0.8492610454559326,0.91185063123703,1.0
Image_634,0.4374009966850281,0.4416877031326294,0.4523991346359253,0.45215070247650146,0.46365150809288025,0.47562703490257263,0.48421910405158997,0.5015194416046143,0.5259738564491272,0.5450184941291809,0.5447049140930176,0.5513699650764465,0.5642793774604797,0.5582463145256042,0.5598294138908386,0.5793546438217163,0.6132945418357849,0.7018629312515259,0.7148018479347229,0.7421118021011353,0.7539423108100891,0.7986938953399658,0.8825828433036804,1.0
Image_635,0.4639785587787628,0.4654293954372406,0.4780106246471405,0.4808000326156616,0.49722111225128174,0.5132277011871338,0.5192677974700928,0.5321974754333496,0.5475823879241943,0.5640379190444946,0.5588604211807251,0.5641606450080872,0.593545138835907,0.5957154035568237,0.6132190227508545,0.6245424747467041,0.6515459418296814,0.7249732613563538,0.7397504448890686,0.7757961750030518,0.7918233275413513,0.8390087485313416,0.902890682220459,1.0
Image_636,0.45934852957725525,0.46377992630004883,0.4772067666053772,0.4798964262008667,0.4909484386444092,0.5067242980003357,0.5130062103271484,0.5192869305610657,0.5301762223243713,0.5500834584236145,0.5471012592315674,0.5542741417884827,0.583409309387207,0.5761935710906982,0.5935974717140198,0.6224276423454285,0.6375398635864258,0.7079072594642639,0.7323362827301025,0.7530311346054077,0.7813338041305542,0.8291343450546265,0.8964846730232239,1.000000238418579
Image_637,0.4628995358943939,0.4646357595920563,0.48102015256881714,0.48260438442230225,0.5049794912338257,0.5221824049949646,0.5181461572647095,0.5397663116455078,0.5719802379608154,0.6002371311187744,0.6153913736343384,0.6306235790252686,0.6527154445648193,0.6706742644309998,0.6674981117248535,0.6899605989456177,0.661227285861969,0.7271588444709778,0.7448021173477173,0.7671862840652466,0.7724518775939941,0.8445299863815308,0.8955537676811218,1.0000001192092896
Image_638,0.4583754241466522,0.46589821577072144,0.47708621621131897,0.47583338618278503,0.4900633692741394,0.496633380651474,0.5022537112236023,0.5050653219223022,0.5152958631515503,0.5380880832672119,0.5401937365531921,0.5569831132888794,0.5572229623794556,0.5312969088554382,0.5752208828926086,0.5802856683731079,0.616862952709198,0.6883612275123596,0.6940324902534485,0.7296544909477234,0.7642964124679565,0.8285277485847473,0.8947712182998657,1.0
Image_639,0.4560692012310028,0.45970678329467773,0.4718954861164093,0.4741421043872833,0.49250906705856323,0.5009849071502686,0.4977976083755493,0.5052881240844727,0.529066264629364,0.552525520324707,0.5486283302307129,0.5544149279594421,0.5698807239532471,0.5748835206031799,0.6001847386360168,0.6262706518173218,0.64352947473526,0.7278977632522583,0.7425087690353394,0.7559780478477478,0.7689062356948853,0.8178740739822388,0.8880623579025269,1.0000001192092896
Image_640,0.4296521246433258,0.4397773742675781,0.4418555796146393,0.4497261941432953,0.46082594990730286,0.47140631079673767,0.47870954871177673,0.4882570505142212,0.5074266195297241,0.5334377288818359,0.5318294167518616,0.550718367099762,0.5528937578201294,0.5610354542732239,0.6037526726722717,0.6228145360946655,0.6486352682113647,0.6938747763633728,0.7013360857963562,0.7265395522117615,0.7572775483131409,0.8244160413742065,0.8612226843833923,0.9999999403953552
Image_641,0.42915189266204834,0.42651283740997314,0.43727654218673706,0.44171804189682007,0.4550955891609192,0.4687410295009613,0.48412710428237915,0.503466784954071,0.5219945907592773,0.5269709229469299,0.5347208976745605,0.5388513803482056,0.5467617511749268,0.5584384799003601,0.5888574123382568,0.5853539109230042,0.6215885281562805,0.6693323254585266,0.7023231983184814,0.7245641350746155,0.7438307404518127,0.813525378704071,0.8672360181808472,1.0000001192092896
Image_642,0.4252234697341919,0.4316958785057068,0.44427934288978577,0.46045416593551636,0.465981662273407,0.4816051125526428,0.4874712824821472,0.5053781270980835,0.5163478851318359,0.5257006883621216,0.5444834232330322,0.5619199872016907,0.5877406597137451,0.5978093147277832,0.6098635792732239,0.624638557434082,0.6529017686843872,0.7137386202812195,0.7328691482543945,0.7686876654624939,0.7946850061416626,0.8428346514701843,0.8940344452857971,0.9999998807907104
Image_643,0.4667776823043823,0.46821844577789307,0.4841429889202118,0.4854564070701599,0.5014079213142395,0.5131740570068359,0.5124385952949524,0.5140580534934998,0.5271098613739014,0.5468019843101501,0.5406821966171265,0.5667151212692261,0.5821520090103149,0.583128035068512,0.607814610004425,0.6434940099716187,0.6569589972496033,0.7270622253417969,0.7514997124671936,0.7826268672943115,0.8156899809837341,0.8428121209144592,0.903340220451355,1.0
