Image,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23
Image_1875,0.4482372999191284,0.45575186610221863,0.4678393602371216,0.4634386897087097,0.47601258754730225,0.4989355206489563,0.4962370991706848,0.5094397664070129,0.5301412343978882,0.5427401661872864,0.5513398051261902,0.5834994316101074,0.5886692404747009,0.5885956287384033,0.6120866537094116,0.6379229426383972,0.636141836643219,0.6959257125854492,0.7357629537582397,0.7617772817611694,0.779431939125061,0.8283418416976929,0.8969886302947998,1.0000001192092896
Image_1876,0.418972373008728,0.43066340684890747,0.44222292304039,0.4350311756134033,0.4452260732650757,0.45876163244247437,0.4527241587638855,0.46377795934677124,0.4801802635192871,0.4893612861633301,0.47689977288246155,0.4991099536418915,0.5169657468795776,0.5183664560317993,0.513913094997406,0.526058554649353,0.5492752194404602,0.648423969745636,0.6619593501091003,0.6776759624481201,0.7053824067115784,0.7770178914070129,0.8822106122970581,1.0
Image_1877,0.3873414397239685,0.4020077586174011,0.4227370321750641,0.4157925844192505,0.4250286817550659,0.44578781723976135,0.4569171071052551,0.4679470658302307,0.495928019285202,0.522902250289917,0.5290243625640869,0.5191289186477661,0.5471047759056091,0.5759637951850891,0.5964471101760864,0.6241000890731812,0.6356691718101501,0.7027479410171509,0.7165898680686951,0.7440851926803589,0.7740687727928162,0.8433060050010681,0.8917458057403564,1.000000238418579
Image_1878,0.39394834637641907,0.4127490520477295,0.4276845455169678,0.43220049142837524,0.4397580027580261,0.44814565777778625,0.45350882411003113,0.46248993277549744,0.48945632576942444,0.5126153230667114,0.5316851735115051,0.5451778769493103,0.5866007804870605,0.5991783738136292,0.6194437742233276,0.6430143117904663,0.6477145552635193,0.7113078832626343,0.7228952646255493,0.7469264268875122,0.7495433688163757,0.8306389451026917,0.8959792852401733,1.0000001192092896
Image_1879,0.3614535927772522,0.37341979146003723,0.3858166038990021,0.3862117826938629,0.3999857008457184,0.4134920537471771,0.43132665753364563,0.44248440861701965,0.46297144889831543,0.47754061222076416,0.505087673664093,0.5316826701164246,0.5658705234527588,0.5615614652633667,0.5642269253730774,0.5983143448829651,0.5824733972549438,0.6508307456970215,0.6837821006774902,0.7114365100860596,0.7394800782203674,0.8159579038619995,0.8786734342575073,1.0000001192092896
Image_1880,0.3800066411495209,0.39515769481658936,0.41061773896217346,0.4139682948589325,0.42551931738853455,0.44202250242233276,0.4460557699203491,0.46257269382476807,0.48120826482772827,0.49137407541275024,0.49799078702926636,0.5337545871734619,0.56765216588974,0.584205150604248,0.6101951003074646,0.6440321207046509,0.6293057799339294,0.7031195759773254,0.7133668065071106,0.7447205781936646,0.7547531723976135,0.8151204586029053,0.8778451681137085,1.0000001192092896
Image_1881,0.36564478278160095,0.36692672967910767,0.3791346848011017,0.38134247064590454,0.3899562954902649,0.4033467471599579,0.41330960392951965,0.4180707037448883,0.43196988105773926,0.4404085874557495,0.44334784150123596,0.4479295015335083,0.4894565939903259,0.4916808307170868,0.5120835900306702,0.5304695963859558,0.545745313167572,0.6407364010810852,0.6624367833137512,0.697414219379425,0.7158203721046448,0.796725869178772,0.8725024461746216,1.0
Image_1882,0.41183221340179443,0.42717012763023376,0.44449615478515625,0.4408794343471527,0.4476523697376251,0.463593065738678,0.47788935899734497,0.49079349637031555,0.5068162679672241,0.5408070087432861,0.5571985244750977,0.5837723016738892,0.6241359710693359,0.6344229578971863,0.644327700138092,0.672315776348114,0.6733207702636719,0.7219942808151245,0.7295348048210144,0.749798059463501,0.7646651268005371,0.83195561170578,0.8765740394592285,1.000000238418579
Image_1883,0.3557034134864807,0.36538559198379517,0.37562307715415955,0.37334614992141724,0.3931221663951874,0.4091311991214752,0.42142099142074585,0.42207396030426025,0.43520453572273254,0.4410451352596283,0.43963634967803955,0.4763508141040802,0.4855111241340637,0.49126532673835754,0.5183594226837158,0.5448617339134216,0.5602796077728271,0.588520348072052,0.6240323185920715,0.6855533123016357,0.7099781036376953,0.7674460411071777,0.857761561870575,1.0
Image_1884,0.4239549934864044,0.43540751934051514,0.44656896591186523,0.45218154788017273,0.46515965461730957,0.47428813576698303,0.4783686101436615,0.48739227652549744,0.5039315819740295,0.5241374969482422,0.526503324508667,0.5382322669029236,0.5609804391860962,0.5494945049285889,0.5614251494407654,0.580199658870697,0.5975610613822937,0.6775365471839905,0.6901772022247314,0.6910219788551331,0.7067602276802063,0.7934485673904419,0.8876209855079651,1.0
Image_1885,0.38341978192329407,0.4054020345211029,0.4037618935108185,0.40975221991539,0.4103441536426544,0.4279949367046356,0.43686145544052124,0.4453431963920593,0.4659208357334137,0.4850532114505768,0.5175532102584839,0.5301908850669861,0.5380395650863647,0.5485420227050781,0.5622408390045166,0.62029629945755,0.6252617835998535,0.6550492644309998,0.6736981868743896,0.7159855961799622,0.7262366414070129,0.8142803907394409,0.8519810438156128,1.000000238418579
Image_1886,0.3612971603870392,0.3745619058609009,0.3914068341255188,0.38562414050102234,0.3975156545639038,0.42217129468917847,0.4383544921875,0.45578691363334656,0.47519949078559875,0.4960041046142578,0.4985024034976959,0.49995818734169006,0.5353568196296692,0.5153737664222717,0.5339382290840149,0.5878514051437378,0.6046634912490845,0.661811888217926,0.69831383228302,0.7235851287841797,0.7384514808654785,0.797126829624176,0.8765982389450073,1.000000238418579
Image_1887,0.42759788036346436,0.44097304344177246,0.4514506161212921,0.4598473608493805,0.47448793053627014,0.4949559271335602,0.49792689085006714,0.5107511878013611,0.5363302826881409,0.5652588605880737,0.5711772441864014,0.5885184407234192,0.5878467559814453,0.5983529686927795,0.6192140579223633,0.6448328495025635,0.6400771737098694,0.6787569522857666,0.7009614706039429,0.7105182409286499,0.7179566621780396,0.795013427734375,0.8646940588951111,0.9999998807907104
Image_1888,0.4377298951148987,0.4498056173324585,0.4680202603340149,0.46147608757019043,0.4690847098827362,0.48579514026641846,0.500859797000885,0.5143551826477051,0.5452680587768555,0.5665130019187927,0.5832931399345398,0.5885677337646484,0.5928689241409302,0.6148462295532227,0.6228799819946289,0.6577136516571045,0.6729698181152344,0.7382009029388428,0.7408189177513123,0.7535920739173889,0.7637317180633545,0.8300565481185913,0.8894864916801453,1.0000001192092896
Image_1889,0.39976444840431213,0.41721200942993164,0.4300020933151245,0.42051512002944946,0.42735275626182556,0.44734057784080505,0.44663572311401367,0.46040886640548706,0.48545709252357483,0.5185402631759644,0.5401287078857422,0.5426532030105591,0.586440920829773,0.5980204939842224,0.6158150434494019,0.6304587721824646,0.6502547264099121,0.6993201971054077,0.7242484092712402,0.752748966217041,0.7723714113235474,0.8388170599937439,0.9006275534629822,1.0000001192092896
Image_1890,0.4228084087371826,0.436495304107666,0.4517298936843872,0.4490337073802948,0.4590390920639038,0.465023934841156,0.47203993797302246,0.4801165461540222,0.49101150035858154,0.5035402774810791,0.5106059908866882,0.5317585468292236,0.5533668398857117,0.5625576972961426,0.5962980389595032,0.626817524433136,0.6280978918075562,0.70125412940979,0.7164795398712158,0.7290244698524475,0.7429071068763733,0.8098238706588745,0.8877431750297546,1.0
Image_1891,0.37797796726226807,0.3914460241794586,0.39938339591026306,0.39286497235298157,0.40051892399787903,0.41990330815315247,0.4328235983848572,0.44391509890556335,0.4633966386318207,0.49382245540618896,0.4978848993778229,0.5042569637298584,0.5238528251647949,0.5274583101272583,0.5637215971946716,0.5990379452705383,0.6204575300216675,0.6850103139877319,0.7185227870941162,0.73878413438797,0.7472947835922241,0.8115013837814331,0.8440974354743958,1.0000001192092896
Image_1892,0.4245828092098236,0.43925726413726807,0.4452589154243469,0.4445464015007019,0.4510250389575958,0.46038052439689636,0.4762701690196991,0.4871668517589569,0.5100072026252747,0.5104554891586304,0.5222636461257935,0.5482785105705261,0.5827053785324097,0.5842131972312927,0.6137632131576538,0.6365109086036682,0.6370722055435181,0.7054591178894043,0.7183177471160889,0.7447896003723145,0.7563910484313965,0.8189062476158142,0.8744980096817017,1.0000001192092896
Image_1893,0.46449950337409973,0.4706885814666748,0.486551433801651,0.482972651720047,0.49076229333877563,0.5053918957710266,0.5098615884780884,0.5248776078224182,0.5481442213058472,0.5699436664581299,0.5858664512634277,0.6033957004547119,0.6093958616256714,0.6160447001457214,0.6289275288581848,0.6300651431083679,0.6246830821037292,0.7002472877502441,0.711476743221283,0.7295387983322144,0.7372595071792603,0.8093786239624023,0.8814821243286133,1.0000001192092896
Image_1894,0.4227791428565979,0.43482881784439087,0.44195428490638733,0.449832946062088,0.45157596468925476,0.4648147225379944,0.47276532649993896,0.4886035621166229,0.4997383654117584,0.5252192616462708,0.539088785648346,0.5418117046356201,0.5565322637557983,0.5799381136894226,0.6036052703857422,0.6156488656997681,0.6320141553878784,0.6765119433403015,0.6872035264968872,0.72055983543396,0.7406604290008545,0.8159881234169006,0.8631529808044434,0.9999998807907104
Image_1895,0.3895232677459717,0.404630571603775,0.4055795669555664,0.40364739298820496,0.4018911123275757,0.40717369318008423,0.4261915385723114,0.4414171874523163,0.45525646209716797,0.4699450731277466,0.49077102541923523,0.4999642074108124,0.5266507267951965,0.5617363452911377,0.5822949409484863,0.6321766972541809,0.6620550751686096,0.6991195678710938,0.7075231671333313,0.7516260743141174,0.7409168481826782,0.8121176362037659,0.8757373690605164,1.0000001192092896
Image_1896,0.4065118134021759,0.4149980843067169,0.4347439706325531,0.4327581822872162,0.4505619704723358,0.4620918333530426,0.4631103277206421,0.4768925607204437,0.49012377858161926,0.5157849192619324,0.5411025881767273,0.550623893737793,0.5689051747322083,0.5682947039604187,0.6064222455024719,0.6474874019622803,0.6663891077041626,0.6961283087730408,0.7077188491821289,0.7364811301231384,0.7514048218727112,0.8288125991821289,0.8751809597015381,1.0
Image_1897,0.40951648354530334,0.41867440938949585,0.4296432137489319,0.42941534519195557,0.43976324796676636,0.45488494634628296,0.4569917321205139,0.4610169231891632,0.4920695722103119,0.5117638111114502,0.5280236005783081,0.538703978061676,0.5689045190811157,0.5696115493774414,0.5994740128517151,0.6285741925239563,0.6363897323608398,0.7033409476280212,0.7079088091850281,0.7463927268981934,0.7643652558326721,0.8341912627220154,0.8970123529434204,0.9999998807907104
Image_1898,0.40262699127197266,0.41837432980537415,0.42846885323524475,0.4316631257534027,0.4442351758480072,0.4550001621246338,0.4611234962940216,0.4628417193889618,0.47602078318595886,0.5184007287025452,0.5183340311050415,0.5262840986251831,0.5537706017494202,0.5600574016571045,0.6003596186637878,0.6383371353149414,0.6550386548042297,0.703585147857666,0.7010405659675598,0.7189061641693115,0.732072114944458,0.8149517178535461,0.8847495913505554,1.0
Image_1899,0.396218478679657,0.4099036455154419,0.42035773396492004,0.42693647742271423,0.4353729784488678,0.4473864734172821,0.45183083415031433,0.457784503698349,0.4831121861934662,0.49025487899780273,0.4803937077522278,0.49490129947662354,0.5293329358100891,0.5540605187416077,0.5715991854667664,0.6032893061637878,0.6167040467262268,0.6855939626693726,0.7104209065437317,0.7243292331695557,0.7332717180252075,0.8218894600868225,0.8629255890846252,1.0000001192092896
Image_1900,0.41556182503700256,0.4292658567428589,0.4436427652835846,0.45116937160491943,0.46115946769714355,0.4670047461986542,0.4772549569606781,0.49149784445762634,0.5083260536193848,0.527053713798523,0.5296681523323059,0.5499294400215149,0.5878384709358215,0.5926761627197266,0.6137434840202332,0.6584436893463135,0.6810926795005798,0.7296422123908997,0.7327803373336792,0.7591387629508972,0.7671500444412231,0.8335035443305969,0.882353663444519,1.0
Image_1901,0.39644336700439453,0.4069773554801941,0.41713085770606995,0.4237605333328247,0.4202432334423065,0.43483176827430725,0.44605085253715515,0.4629407823085785,0.4862871766090393,0.5118371844291687,0.5162805914878845,0.5138365626335144,0.5489896535873413,0.5680913329124451,0.6050569415092468,0.6464455723762512,0.6702756285667419,0.7321098446846008,0.7490875720977783,0.7972615361213684,0.8041908144950867,0.861984372138977,0.8892121315002441,1.0000001192092896
Image_1902,0.37759438157081604,0.38492903113365173,0.4067583978176117,0.401377409696579,0.4050038158893585,0.43107864260673523,0.4369911253452301,0.45038557052612305,0.47731679677963257,0.5075665712356567,0.5174245834350586,0.5369699001312256,0.5390511155128479,0.5601785778999329,0.5789878964424133,0.6199085116386414,0.6324435472488403,0.7111066579818726,0.7081180810928345,0.7584369778633118,0.7821938395500183,0.8539924621582031,0.8838245272636414,0.9999999403953552
Image_1903,0.4032494127750397,0.41292715072631836,0.42511144280433655,0.42791998386383057,0.4311316907405853,0.44458019733428955,0.45229196548461914,0.47792941331863403,0.5130789875984192,0.5388801097869873,0.5461570620536804,0.5566470623016357,0.578933596611023,0.5951966047286987,0.6084837317466736,0.6335185170173645,0.6572753190994263,0.7006368637084961,0.7169783115386963,0.7566951513290405,0.7646380662918091,0.8248551487922668,0.8742260336875916,1.0000001192092896
Image_1904,0.41243258118629456,0.4289058446884155,0.4325801432132721,0.43060770630836487,0.43776482343673706,0.4666118919849396,0.46004143357276917,0.46726760268211365,0.4870195984840393,0.5033198595046997,0.4908801317214966,0.5088587403297424,0.5312856435775757,0.5459506511688232,0.5803881287574768,0.6053301692008972,0.6180951595306396,0.6830868124961853,0.6913401484489441,0.7211262583732605,0.7495463490486145,0.8198446035385132,0.8784540295600891,0.9999999403953552
Image_1905,0.3938806653022766,0.40382644534111023,0.4150451421737671,0.41991695761680603,0.41931724548339844,0.4406265318393707,0.447437584400177,0.4636438190937042,0.479083389043808,0.484964519739151,0.4857734441757202,0.5209846496582031,0.543139636516571,0.5746040344238281,0.5952367782592773,0.647322952747345,0.6628344058990479,0.712631344795227,0.710879385471344,0.7529506087303162,0.7643241286277771,0.8135067224502563,0.8426737189292908,1.0
Image_1906,0.40106046199798584,0.4111747145652771,0.43320611119270325,0.4307490289211273,0.4345106780529022,0.4631040394306183,0.4754638969898224,0.4838235378265381,0.5167537927627563,0.5256825685501099,0.5403704643249512,0.564671516418457,0.570746123790741,0.6030756831169128,0.6405239701271057,0.667210578918457,0.6911476254463196,0.7340790629386902,0.7468176484107971,0.7734507322311401,0.7952193021774292,0.852728545665741,0.8904694318771362,1.0
Image_1907,0.3419507145881653,0.3518396317958832,0.3615281581878662,0.3698921203613281,0.3770519196987152,0.39822837710380554,0.4073668122291565,0.43516501784324646,0.44050008058547974,0.44916796684265137,0.4623769223690033,0.4742523431777954,0.5046336054801941,0.527532160282135,0.5431954264640808,0.5627204179763794,0.595170259475708,0.6374087333679199,0.6551371812820435,0.7102776765823364,0.7242909669876099,0.8047788739204407,0.844618558883667,0.9999999403953552
Image_1908,0.40513479709625244,0.41373008489608765,0.43466445803642273,0.43126747012138367,0.4357002377510071,0.45450863242149353,0.4565814137458801,0.47419655323028564,0.492263525724411,0.51350998878479,0.526924729347229,0.563423216342926,0.6025158762931824,0.608330249786377,0.6217913627624512,0.6595435738563538,0.6713784337043762,0.7135025858879089,0.7234940528869629,0.7447331547737122,0.7444011569023132,0.8105533719062805,0.886863648891449,1.0000001192092896
Image_1909,0.37327322363853455,0.39023318886756897,0.4009130597114563,0.4082949161529541,0.40658289194107056,0.4286153018474579,0.4330308437347412,0.4538484215736389,0.48481953144073486,0.488459974527359,0.5116323828697205,0.5445126295089722,0.5582089424133301,0.5686782598495483,0.5902779698371887,0.6245653629302979,0.6530437469482422,0.6954869627952576,0.6910926103591919,0.736519455909729,0.7495887279510498,0.818884551525116,0.8610538840293884,1.0000001192092896
Image_1910,0.40127265453338623,0.40834128856658936,0.4289582073688507,0.4366365969181061,0.4427192211151123,0.46620893478393555,0.46771717071533203,0.48344096541404724,0.498362272977829,0.5168862342834473,0.5375658273696899,0.5468180179595947,0.5634932518005371,0.5852989554405212,0.6181225180625916,0.6451667547225952,0.6706638932228088,0.7145815491676331,0.7279401421546936,0.7663809657096863,0.782802939414978,0.8317514657974243,0.8662057518959045,1.0000001192092896
Image_1911,0.33759576082229614,0.353642076253891,0.35583293437957764,0.35824254155158997,0.35811036825180054,0.38013166189193726,0.383196622133255,0.40573596954345703,0.4224652349948883,0.4253692626953125,0.419585645198822,0.41866737604141235,0.4475005865097046,0.4662682116031647,0.5050477385520935,0.5245291590690613,0.5588756799697876,0.6101477146148682,0.6392332911491394,0.6985446810722351,0.729388415813446,0.787031888961792,0.8724372982978821,1.0
Image_1912,0.4219475984573364,0.4308336675167084,0.4607388377189636,0.46121951937675476,0.4633883237838745,0.48069971799850464,0.48900923132896423,0.505993664264679,0.5249074101448059,0.5404007434844971,0.5424758195877075,0.5809746980667114,0.5818110108375549,0.5886803865432739,0.6151007413864136,0.6449450254440308,0.6873118877410889,0.7241201996803284,0.7272080183029175,0.7486590147018433,0.7645789384841919,0.8311793804168701,0.883746325969696,0.9999998211860657
Image_1913,0.4381091594696045,0.44292351603507996,0.46210724115371704,0.45593807101249695,0.44923341274261475,0.46689194440841675,0.475500226020813,0.4832882285118103,0.5012340545654297,0.524699330329895,0.5369920134544373,0.5614670515060425,0.5598040819168091,0.5655382871627808,0.6044036149978638,0.6343656182289124,0.6637275218963623,0.70987868309021,0.7227880358695984,0.7642073035240173,0.7787566184997559,0.8331565260887146,0.889468789100647,1.0
Image_1914,0.4244851768016815,0.4362475872039795,0.4464588761329651,0.45122089982032776,0.4584493637084961,0.4775295853614807,0.47816237807273865,0.4961409270763397,0.5282506346702576,0.5424090027809143,0.547298014163971,0.5733646154403687,0.5792446136474609,0.6021775603294373,0.6191444993019104,0.6379059553146362,0.651611328125,0.6988475918769836,0.7165539860725403,0.7374312281608582,0.7738298177719116,0.8256210088729858,0.8892435431480408,1.0000001192092896
Image_1915,0.36905932426452637,0.3832480311393738,0.38639143109321594,0.38732045888900757,0.3857935667037964,0.3982117176055908,0.4010014533996582,0.41944244503974915,0.43446066975593567,0.44762757420539856,0.44287073612213135,0.44743454456329346,0.467060387134552,0.4953156113624573,0.5316047668457031,0.5606071352958679,0.6107845306396484,0.6406421661376953,0.6704825758934021,0.7082620859146118,0.7526100277900696,0.8018168210983276,0.8508535027503967,1.0000001192092896
Image_1916,0.38546982407569885,0.3995543122291565,0.4133332073688507,0.4124448001384735,0.40992090106010437,0.43115299940109253,0.4274693429470062,0.449054479598999,0.46546244621276855,0.48789528012275696,0.5038862228393555,0.5252821445465088,0.5586662888526917,0.563174307346344,0.5931219458580017,0.6164634823799133,0.634332001209259,0.6709393262863159,0.6819592714309692,0.7265961766242981,0.7582997679710388,0.819402813911438,0.8629582524299622,1.0000001192092896
Image_1917,0.4126081168651581,0.4224712550640106,0.43819668889045715,0.436412513256073,0.4450492560863495,0.4567996859550476,0.4590899646282196,0.4805966913700104,0.5118799805641174,0.5015548467636108,0.49138227105140686,0.5030633807182312,0.5115919709205627,0.5356562733650208,0.5654107332229614,0.6059606671333313,0.6291350722312927,0.6737249493598938,0.6839190721511841,0.7159282565116882,0.742251992225647,0.8032916784286499,0.8559277057647705,0.9999999403953552
Image_1918,0.43046334385871887,0.4446339011192322,0.45842477679252625,0.459856241941452,0.4676225185394287,0.49497872591018677,0.48708266019821167,0.4968096911907196,0.5182231068611145,0.525923490524292,0.5269426107406616,0.5681458711624146,0.5780651569366455,0.5834208726882935,0.6216678619384766,0.6454952955245972,0.6726629137992859,0.7180953025817871,0.7470219731330872,0.7871519327163696,0.8186678290367126,0.8645045161247253,0.8941278457641602,1.000000238418579
Image_1919,0.42860767245292664,0.42759591341018677,0.44534412026405334,0.45020055770874023,0.4645693004131317,0.4846581816673279,0.4858390688896179,0.49902814626693726,0.5144454836845398,0.5253490209579468,0.5357325077056885,0.5571005344390869,0.5827070474624634,0.6008590459823608,0.6086823344230652,0.6449531316757202,0.6428978443145752,0.691279947757721,0.7078719735145569,0.7476115226745605,0.7541075348854065,0.8303666114807129,0.8706357479095459,1.0000001192092896
Image_1920,0.4216993451118469,0.43154340982437134,0.44663944840431213,0.4499164819717407,0.4516470730304718,0.47207120060920715,0.47073155641555786,0.4908826947212219,0.5083197355270386,0.536384105682373,0.5517250299453735,0.5744434595108032,0.5965777635574341,0.6121750473976135,0.6322678923606873,0.6524837017059326,0.6755251288414001,0.713824450969696,0.7301982641220093,0.7593675851821899,0.7675541639328003,0.8322974443435669,0.8855654001235962,1.0000001192092896
Image_1921,0.41204577684402466,0.421497106552124,0.4410189688205719,0.43523454666137695,0.4354526400566101,0.4547656774520874,0.4615591764450073,0.47678276896476746,0.49296122789382935,0.5184078216552734,0.5189039707183838,0.5403797626495361,0.5511179566383362,0.5721014738082886,0.5733674764633179,0.6046238541603088,0.6509429216384888,0.7077889442443848,0.717800498008728,0.7343961596488953,0.7550842761993408,0.8276522159576416,0.8711268901824951,1.0
Image_1922,0.4129325747489929,0.4249543845653534,0.4334297180175781,0.4401646852493286,0.43985849618911743,0.46208709478378296,0.4532008469104767,0.4682643413543701,0.4843580424785614,0.48872509598731995,0.489594966173172,0.5142548084259033,0.5288086533546448,0.560518205165863,0.5909335613250732,0.6213502883911133,0.6513510346412659,0.6899958848953247,0.7254192233085632,0.7749141454696655,0.8127455115318298,0.8507276177406311,0.8684374094009399,1.0
Image_1923,0.35316529870033264,0.3615798056125641,0.3867400884628296,0.3809337615966797,0.3949570655822754,0.4184986650943756,0.41190069913864136,0.43373677134513855,0.4483775794506073,0.47827956080436707,0.47717222571372986,0.49308526515960693,0.5410685539245605,0.5523854494094849,0.5979743599891663,0.6096721887588501,0.6145926117897034,0.6559710502624512,0.669039249420166,0.7155355215072632,0.754721999168396,0.811968207359314,0.8649114370346069,1.0
Image_1924,0.41129443049430847,0.4187868535518646,0.4390115439891815,0.44197461009025574,0.46013057231903076,0.48079800605773926,0.4949389100074768,0.5105980634689331,0.5589540600776672,0.5744775533676147,0.5851736664772034,0.6131395101547241,0.6324158310890198,0.6460742354393005,0.6571674942970276,0.6812461614608765,0.684989869594574,0.7237983345985413,0.7201222777366638,0.7294763326644897,0.7449121475219727,0.8125828504562378,0.8477307558059692,0.9999998211860657
Image_1925,0.37912464141845703,0.3899467885494232,0.4017394185066223,0.40238264203071594,0.39944538474082947,0.4297039210796356,0.42732247710227966,0.445048451423645,0.4735245108604431,0.49540814757347107,0.5090308785438538,0.5382760167121887,0.5483848452568054,0.564947783946991,0.5803825259208679,0.5974019765853882,0.6258842349052429,0.6954281330108643,0.7109814286231995,0.7514379024505615,0.7729141712188721,0.8219776749610901,0.8605432510375977,1.0
Image_1926,0.4370208978652954,0.4476075768470764,0.4564410448074341,0.45240771770477295,0.46033433079719543,0.48321080207824707,0.48411208391189575,0.4988895654678345,0.5230317115783691,0.5388274788856506,0.5310982465744019,0.5346998572349548,0.547234058380127,0.5655092000961304,0.5790555477142334,0.6046143174171448,0.60892653465271,0.6736968159675598,0.6993785500526428,0.735418975353241,0.7507538795471191,0.833548367023468,0.8922238349914551,1.0
Image_1927,0.4206382930278778,0.4257464110851288,0.44386279582977295,0.4345961809158325,0.4475826621055603,0.4613552391529083,0.4671226739883423,0.4825820028781891,0.5150835514068604,0.543374240398407,0.5577038526535034,0.573406457901001,0.572676420211792,0.5752363204956055,0.5831421613693237,0.6194118857383728,0.6194464564323425,0.6648397445678711,0.6869406700134277,0.7087671160697937,0.7253005504608154,0.7911392450332642,0.8813943862915039,1.0000001192092896
Image_1928,0.4296007752418518,0.4355877637863159,0.4448438584804535,0.44854050874710083,0.4536251127719879,0.4664659798145294,0.47996294498443604,0.48763561248779297,0.5068122148513794,0.513431191444397,0.5265539288520813,0.538542628288269,0.5735295414924622,0.58041912317276,0.5943775177001953,0.6238915324211121,0.619534432888031,0.6658666133880615,0.693688154220581,0.745867133140564,0.7608885765075684,0.8305789828300476,0.8854350447654724,1.0
Image_1929,0.42441338300704956,0.41941341757774353,0.4378182291984558,0.43839171528816223,0.4588547646999359,0.4822690784931183,0.49081751704216003,0.501417875289917,0.5224739909172058,0.5294026732444763,0.5313860774040222,0.5333497524261475,0.5404131412506104,0.5477538108825684,0.5681818723678589,0.602584958076477,0.6195247173309326,0.681518018245697,0.7097623348236084,0.7551182508468628,0.7684606313705444,0.8105475902557373,0.8758572936058044,1.0
Image_1930,0.43019166588783264,0.4496840536594391,0.45484256744384766,0.4568811058998108,0.4637380838394165,0.4799327850341797,0.4846724271774292,0.5029351711273193,0.5111829042434692,0.5233199596405029,0.5178171992301941,0.5388076305389404,0.5490634441375732,0.5502893924713135,0.5856556296348572,0.6247171759605408,0.6492370367050171,0.690690279006958,0.7254911065101624,0.7574393153190613,0.7825352549552917,0.8531944155693054,0.9094310998916626,1.0000001192092896
Image_1931,0.44640541076660156,0.45425647497177124,0.46749189496040344,0.465287446975708,0.4742334485054016,0.49789750576019287,0.49015089869499207,0.5054289102554321,0.5235781669616699,0.5304288864135742,0.5406485199928284,0.5682689547538757,0.5769899487495422,0.5908277034759521,0.6013413071632385,0.615422248840332,0.6467307806015015,0.6921178698539734,0.7145369648933411,0.7439984083175659,0.7753717303276062,0.8330024480819702,0.8842522501945496,1.000000238418579
Image_1932,0.431534081697464,0.4414009153842926,0.4536077380180359,0.4582904875278473,0.46620652079582214,0.47702378034591675,0.4748922884464264,0.4784339666366577,0.49137765169143677,0.5052469968795776,0.5062989592552185,0.5356132388114929,0.5444707870483398,0.5505316257476807,0.5815416574478149,0.5979064702987671,0.6124353408813477,0.6808069944381714,0.6992746591567993,0.727753221988678,0.7565181851387024,0.8151571154594421,0.8922634720802307,1.0
Image_1933,0.40979477763175964,0.42326611280441284,0.43225884437561035,0.428408145904541,0.4419013261795044,0.4582085609436035,0.4541829526424408,0.47356417775154114,0.48868441581726074,0.5076311230659485,0.5135414600372314,0.5304835438728333,0.5724831819534302,0.557380199432373,0.5683170557022095,0.5892847776412964,0.5931431651115417,0.6710615754127502,0.7146736979484558,0.7206177115440369,0.7587045431137085,0.8212258815765381,0.8970811367034912,1.0000001192092896
Image_1934,0.35859420895576477,0.36452773213386536,0.3660791218280792,0.3596654534339905,0.3809663653373718,0.4083843529224396,0.4218405485153198,0.43715065717697144,0.443801611661911,0.44474461674690247,0.4722113013267517,0.4788515269756317,0.4915596842765808,0.5029544830322266,0.5196359157562256,0.5614777207374573,0.58384108543396,0.6162576675415039,0.6366788148880005,0.6825063824653625,0.7107188105583191,0.7706432938575745,0.8548372983932495,1.000000238418579
Image_1935,0.4340611696243286,0.444745808839798,0.45047295093536377,0.4440988004207611,0.4511665105819702,0.47541192173957825,0.4860959053039551,0.49718716740608215,0.5151960849761963,0.5411850214004517,0.5471391081809998,0.5588281750679016,0.5871661901473999,0.594104528427124,0.602468729019165,0.6378639340400696,0.6517892479896545,0.7007812261581421,0.7180275321006775,0.740498960018158,0.765745222568512,0.8299441933631897,0.8919789791107178,1.0
Image_1936,0.41715627908706665,0.42260119318962097,0.43883898854255676,0.4342409670352936,0.44397374987602234,0.4557887613773346,0.45243462920188904,0.46043822169303894,0.47910797595977783,0.5019823312759399,0.4992421567440033,0.5195980668067932,0.5305231213569641,0.5342671275138855,0.5576983094215393,0.587809681892395,0.5910153985023499,0.645119845867157,0.6845489144325256,0.7203544974327087,0.7253702878952026,0.7850006222724915,0.8886893391609192,1.0000001192092896
Image_1937,0.39403989911079407,0.407514363527298,0.41689378023147583,0.4113115966320038,0.42029905319213867,0.439558207988739,0.44211795926094055,0.45119330286979675,0.46571221947669983,0.4847725033760071,0.501737654209137,0.5249904990196228,0.538230836391449,0.5293969511985779,0.5462576746940613,0.5818642377853394,0.5908006429672241,0.6639037728309631,0.6870721578598022,0.7113814949989319,0.7253729104995728,0.8053106069564819,0.8825860619544983,1.000000238418579
