Image,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_461,0.05682477355003357,0.06453558057546616,0.07301677018404007,0.09253083914518356,0.13725262880325317,0.19989721477031708,0.25075215101242065,0.31670862436294556,0.49301353096961975,0.7682192325592041,0.8924415707588196,0.9306448698043823
Image_462,-0.05897052586078644,-0.04026529937982559,-0.0459696501493454,-0.03453925997018814,0.0035142526030540466,0.05503012239933014,0.09593769907951355,0.14728710055351257,0.2871984839439392,0.5840677618980408,0.802321195602417,0.9388799667358398
Image_463,-0.01838262379169464,-0.006234161555767059,0.003495343029499054,0.006884865462779999,0.03960787132382393,0.09308767318725586,0.14685910940170288,0.2166367769241333,0.3481738567352295,0.6633550524711609,0.8578139543533325,0.9143998026847839
Image_464,0.008374333381652832,0.0021576322615146637,0.01785135269165039,0.05165315419435501,0.09606552869081497,0.1358979344367981,0.1736704409122467,0.22824159264564514,0.37895330786705017,0.6894967555999756,0.8575848937034607,0.9073280096054077
Image_465,-0.025603070855140686,-0.003942549228668213,0.008619479835033417,0.022385209798812866,0.06147255003452301,0.11586116254329681,0.1580735445022583,0.22024494409561157,0.369468629360199,0.6982240676879883,0.877042293548584,0.9261254072189331
Image_466,-0.0022061727941036224,0.03060099110007286,0.036043740808963776,0.04105095565319061,0.06653644144535065,0.14121147990226746,0.20282527804374695,0.2817213833332062,0.42418795824050903,0.7366147041320801,0.8841769695281982,0.9327036142349243
Image_467,-0.05075787380337715,-0.009230919182300568,-0.006483539938926697,0.006173253059387207,0.04295259714126587,0.09901274740695953,0.14822132885456085,0.2067592442035675,0.34834104776382446,0.7120331525802612,0.8774685859680176,0.9267970323562622
Image_468,-0.05099700391292572,-0.05318856239318848,-0.0641685426235199,-0.04541313648223877,-0.01841749995946884,0.02023976296186447,0.05704314261674881,0.10773065686225891,0.2359960824251175,0.7138975858688354,0.8985859155654907,0.9595121145248413
Image_469,0.017342690378427505,0.07215241342782974,0.09886743873357773,0.09996552765369415,0.14600633084774017,0.19699646532535553,0.2344641387462616,0.29077643156051636,0.44547927379608154,0.7637888193130493,0.9008501172065735,0.9040032029151917
Image_470,0.037332214415073395,0.02623283863067627,0.04992060363292694,0.05265149474143982,0.08655083924531937,0.13703857362270355,0.19322751462459564,0.2648894488811493,0.42019352316856384,0.7450942397117615,0.8736621141433716,0.9235141277313232
Image_471,-0.0030199214816093445,0.008916236460208893,0.0024802610278129578,0.018698997795581818,0.04817148298025131,0.11099971830844879,0.14700312912464142,0.1963540017604828,0.34261757135391235,0.6790728569030762,0.8673408031463623,0.955614447593689
Image_472,0.0018151849508285522,0.03013068065047264,0.02123107761144638,0.03735627979040146,0.06127132102847099,0.1270972639322281,0.17532971501350403,0.23892509937286377,0.3947577476501465,0.7019928693771362,0.8700594305992126,0.9300930500030518
Image_473,-0.0011666156351566315,0.035326480865478516,0.03231734782457352,0.040011823177337646,0.07158498466014862,0.1356382966041565,0.18219278752803802,0.2539186179637909,0.4016258120536804,0.7226980328559875,0.8824236392974854,0.9323612451553345
Image_474,0.038775768131017685,0.05244775861501694,0.05649799853563309,0.06940433382987976,0.1031399816274643,0.16499321162700653,0.1969027817249298,0.27034229040145874,0.4255320727825165,0.7256564497947693,0.874699592590332,0.9368486404418945
Image_475,0.05549004673957825,0.030876850709319115,0.050488173961639404,0.05680173635482788,0.09560426324605942,0.1463880091905594,0.17702040076255798,0.24461686611175537,0.3816111385822296,0.7178901433944702,0.8967999219894409,0.9295426607131958
Image_476,0.010683879256248474,0.01789224147796631,0.018563687801361084,0.04979298636317253,0.08403273671865463,0.13534094393253326,0.18897120654582977,0.25512582063674927,0.39788103103637695,0.7246754169464111,0.8683158159255981,0.9044753909111023
Image_477,0.032945483922958374,0.05243917554616928,0.07899503409862518,0.10845397412776947,0.1533489227294922,0.19112595915794373,0.23374831676483154,0.28992825746536255,0.41483649611473083,0.719746470451355,0.8788508176803589,0.9013321399688721
Image_478,-0.0008824467658996582,0.029265105724334717,0.04838807135820389,0.06209038197994232,0.1009608581662178,0.18802328407764435,0.24351121485233307,0.31591761112213135,0.5274113416671753,0.7926805019378662,0.8995780348777771,0.9237855672836304
Image_479,-0.004167579114437103,0.0075498223304748535,-0.0027595311403274536,0.01797390729188919,0.06017521023750305,0.10882234573364258,0.16164769232273102,0.21764956414699554,0.35719117522239685,0.690066933631897,0.859620213508606,0.9210034608840942
Image_480,-0.03624095022678375,-0.031519815325737,-0.029209740459918976,-0.022135518491268158,0.004600562155246735,0.05322916805744171,0.08879265189170837,0.1582803726196289,0.2935020923614502,0.6083570718765259,0.8604608774185181,0.9582531452178955
Image_481,-0.00436757504940033,0.004297271370887756,0.014068104326725006,0.004318937659263611,0.05037042498588562,0.10210804641246796,0.12636853754520416,0.18653401732444763,0.34493425488471985,0.7083913087844849,0.8686754703521729,0.8997631669044495
Image_482,-0.0007756240665912628,-0.0067032016813755035,0.00904902070760727,0.007427595555782318,0.037615202367305756,0.09413880109786987,0.1389559507369995,0.21899262070655823,0.3745225667953491,0.666006326675415,0.8634461164474487,0.94780433177948
Image_483,-0.02813161164522171,-0.053393036127090454,-0.04295279085636139,-0.030751310288906097,0.011727564036846161,0.06392575055360794,0.11515696346759796,0.181092768907547,0.322663813829422,0.6698583364486694,0.8581070899963379,0.9469061493873596
Image_484,-0.013748828321695328,-0.0088118314743042,0.00043680518865585327,0.0208103209733963,0.0624510757625103,0.10979034006595612,0.14812451601028442,0.22407598793506622,0.3841828405857086,0.7581044435501099,0.8986873626708984,0.9140153527259827
Image_485,0.010412931442260742,0.0466131828725338,0.04026380181312561,0.04715965688228607,0.06315447390079498,0.1344536691904068,0.18359744548797607,0.26206180453300476,0.4413534998893738,0.7596177458763123,0.8815793991088867,0.9267348647117615
Image_486,-0.00011635571718215942,0.011912588030099869,0.0241289883852005,0.03384368121623993,0.07375921308994293,0.12763217091560364,0.16410185396671295,0.22918707132339478,0.3856258988380432,0.719546377658844,0.8776105642318726,0.907760500907898
Image_487,-0.009771082550287247,-0.014138899743556976,-0.021419383585453033,-9.676814079284668e-05,0.03124815970659256,0.08111167699098587,0.11989432573318481,0.18120433390140533,0.3240283131599426,0.6991055011749268,0.8791553974151611,0.9441304206848145
Image_488,0.014793287962675095,0.0431709848344326,0.052480753511190414,0.06362690031528473,0.08996811509132385,0.13363641500473022,0.17589715123176575,0.2426796704530716,0.41636359691619873,0.7578582763671875,0.8840941786766052,0.8979376554489136
Image_489,0.00355636328458786,-0.008706245571374893,0.004238903522491455,0.025362715125083923,0.05789091810584068,0.10840758681297302,0.16018076241016388,0.23844528198242188,0.4022807478904724,0.7436965703964233,0.8874894380569458,0.9361194968223572
Image_490,0.052216701209545135,0.050584472715854645,0.05781424790620804,0.08055169880390167,0.11871062964200974,0.16351892054080963,0.206665500998497,0.271852970123291,0.4546701908111572,0.7546179294586182,0.8944406509399414,0.9235965013504028
Image_491,0.01931205950677395,0.0665159672498703,0.07446376979351044,0.07488062977790833,0.11045606434345245,0.17971785366535187,0.22902506589889526,0.30486732721328735,0.4765431880950928,0.7562340497970581,0.8873488903045654,0.9140199422836304
Image_492,-0.015175066888332367,-0.01701360195875168,-0.01976185292005539,-0.009760148823261261,0.014624305069446564,0.0690608099102974,0.11184516549110413,0.1635277271270752,0.33928343653678894,0.679623544216156,0.8363072276115417,0.929509162902832
Image_493,-0.042693138122558594,-0.027775824069976807,-0.03845933824777603,-0.02754119038581848,-0.00475689023733139,0.046384457498788834,0.09789914637804031,0.1697831153869629,0.3034052550792694,0.6542372703552246,0.8546282052993774,0.9479100108146667
Image_494,-0.007293291389942169,0.03212226927280426,0.04693971574306488,0.0536685511469841,0.08963066339492798,0.16829858720302582,0.22127693891525269,0.2775190472602844,0.4352952837944031,0.741753339767456,0.8802053928375244,0.9233468174934387
Image_495,0.01594451814889908,0.027891390025615692,0.024037905037403107,0.02655664086341858,0.05814892053604126,0.10853340476751328,0.15363448858261108,0.22815723717212677,0.3772679567337036,0.705437183380127,0.8665254712104797,0.9071364402770996
Image_496,-0.01130366325378418,-0.0030629336833953857,-0.0024125799536705017,0.004433564841747284,0.03249195218086243,0.09629756212234497,0.14473259449005127,0.21266484260559082,0.3678463101387024,0.6650240421295166,0.85592120885849,0.9465497732162476
Image_497,0.024921000003814697,0.037007905542850494,0.06847351044416428,0.08996120095252991,0.11964686214923859,0.16275030374526978,0.19411668181419373,0.2548275291919708,0.4192577004432678,0.7698805332183838,0.9024537205696106,0.9124170541763306
Image_498,0.022448301315307617,0.03693323954939842,0.06225719675421715,0.08521998673677444,0.1268928200006485,0.18797767162322998,0.22317703068256378,0.2809491753578186,0.4249020218849182,0.7407883405685425,0.8812264800071716,0.9093244075775146
Image_499,-0.027820728719234467,0.001567341387271881,0.0035082101821899414,0.022632509469985962,0.04456528276205063,0.11284933984279633,0.17204734683036804,0.2473098337650299,0.40797027945518494,0.7347034811973572,0.8794400691986084,0.9328206181526184
Image_500,-0.02376849204301834,-0.047227825969457626,-0.038468196988105774,-0.03559240698814392,-0.005550786852836609,0.037961725145578384,0.07322099059820175,0.14021092653274536,0.28691214323043823,0.6166149377822876,0.8810891509056091,0.9653958082199097
Image_501,0.008592456579208374,0.011184722185134888,-0.01626809686422348,0.004150986671447754,0.03540077060461044,0.07418493926525116,0.11905600875616074,0.19310474395751953,0.35270577669143677,0.7412282228469849,0.8824374675750732,0.9487538933753967
Image_502,0.032172515988349915,0.017751310020685196,0.047701187431812286,0.08463713526725769,0.12818913161754608,0.18505460023880005,0.2364508956670761,0.2918246388435364,0.4160538911819458,0.7234238386154175,0.8707593083381653,0.8865823149681091
Image_503,-0.010644495487213135,-0.023758552968502045,-0.04386565089225769,-0.027863413095474243,0.00757424533367157,0.033244550228118896,0.07577584683895111,0.13867893815040588,0.28183725476264954,0.6395648717880249,0.8392806053161621,0.9409975409507751
Image_504,0.015714019536972046,-0.0022722184658050537,-0.011252596974372864,0.006286695599555969,0.04074246436357498,0.06919819116592407,0.11446768045425415,0.16974744200706482,0.29662227630615234,0.7014445662498474,0.8737726211547852,0.9469995498657227
Image_505,0.030093900859355927,0.02120564877986908,0.014079056680202484,0.050324805080890656,0.08634442090988159,0.13225461542606354,0.19362586736679077,0.2432011216878891,0.3622405529022217,0.7051143646240234,0.8733693957328796,0.9313130378723145
Image_506,0.046995941549539566,0.029502563178539276,0.04686053469777107,0.06842085719108582,0.10077369213104248,0.13978087902069092,0.18114562332630157,0.2403387427330017,0.3935370445251465,0.7203433513641357,0.8850195407867432,0.920541524887085
Image_507,-0.04225795343518257,-0.03488932549953461,-0.05721769481897354,-0.043481044471263885,-0.008690997958183289,0.018816575407981873,0.05376818776130676,0.12194120138883591,0.25874102115631104,0.649234414100647,0.8422116041183472,0.9502288103103638
Image_508,-0.007512509822845459,-0.018284983932971954,-0.02272886037826538,-0.004153512418270111,0.020709030330181122,0.06157314032316208,0.10697522014379501,0.15662716329097748,0.2761668264865875,0.6577211618423462,0.8582518100738525,0.9523073434829712
Image_509,0.03829096257686615,0.016786649823188782,0.009201586246490479,0.01954343169927597,0.05406871438026428,0.08353406935930252,0.1428767442703247,0.20173758268356323,0.35167258977890015,0.7197081446647644,0.8999499082565308,0.9489691853523254
Image_510,-0.0013259276747703552,-0.015855424106121063,-0.009985141456127167,0.01052914559841156,0.044079091399908066,0.08704177290201187,0.14086724817752838,0.19789259135723114,0.3427777886390686,0.7195709347724915,0.8911353945732117,0.947100043296814
Image_511,0.048705242574214935,0.0502973347902298,0.049919165670871735,0.06429316103458405,0.09751575440168381,0.1356533318758011,0.18642818927764893,0.23875175416469574,0.3513640761375427,0.7165113687515259,0.8836214542388916,0.9367855787277222
Image_512,0.05141977593302727,0.02245377004146576,0.032566942274570465,0.05704798176884651,0.08433312177658081,0.1205565333366394,0.16925953328609467,0.22347910702228546,0.3801213800907135,0.7458072900772095,0.9048638343811035,0.9474472999572754
Image_513,0.03780807927250862,0.016064893454313278,0.029743462800979614,0.05022251978516579,0.08310924470424652,0.11404163390398026,0.16096681356430054,0.20137479901313782,0.32944169640541077,0.7012516260147095,0.8858422040939331,0.9325172305107117
Image_514,0.06679435074329376,0.05727531760931015,0.07461249083280563,0.10008051246404648,0.12110598385334015,0.1528315544128418,0.1931867003440857,0.2612988352775574,0.39582180976867676,0.7493023872375488,0.8857784271240234,0.8805559873580933
Image_515,0.05136100947856903,0.016378596425056458,0.017937354743480682,0.03641980141401291,0.07668052613735199,0.11257819831371307,0.15604571998119354,0.21887943148612976,0.34813177585601807,0.6746423244476318,0.8575382232666016,0.9267176389694214
Image_516,-0.005653783679008484,-0.013197503983974457,0.0045276060700416565,0.03349531441926956,0.07632369548082352,0.12203539907932281,0.1674821376800537,0.22508063912391663,0.3477875888347626,0.7031595706939697,0.8846428394317627,0.9293229579925537
Image_517,0.06214993819594383,0.04686693847179413,0.05957917124032974,0.08416026085615158,0.10914337635040283,0.12992286682128906,0.17505213618278503,0.21807101368904114,0.3521496653556824,0.688066303730011,0.8937816023826599,0.9056750535964966
Image_518,-0.002494439482688904,-0.009840771555900574,-0.015320874750614166,-0.012519203126430511,0.026395179331302643,0.06750765442848206,0.11550842225551605,0.17416295409202576,0.3219742178916931,0.6790586113929749,0.8826095461845398,0.9527769088745117
Image_519,0.002698976546525955,-0.00998150184750557,0.005453392863273621,0.03229202702641487,0.06498254090547562,0.11461219936609268,0.16355827450752258,0.22308918833732605,0.3958160877227783,0.7679647207260132,0.9063068628311157,0.9513147473335266
Image_520,0.020313892513513565,0.00824679434299469,0.004324048757553101,0.022754468023777008,0.05318056046962738,0.08887867629528046,0.13939231634140015,0.19369584321975708,0.32499605417251587,0.7274320721626282,0.8871517181396484,0.9498075842857361
Image_521,0.010267224162817001,-0.01279313862323761,0.011633068323135376,0.043773308396339417,0.08779963850975037,0.13438576459884644,0.19402305781841278,0.2578461468219757,0.39498451352119446,0.7161570191383362,0.8752822875976562,0.9447618722915649
Image_522,0.024735882878303528,0.021834980696439743,0.03876625746488571,0.06471375375986099,0.10183479636907578,0.1379358023405075,0.18563805520534515,0.2562371790409088,0.39103806018829346,0.7222022414207458,0.8867155313491821,0.9370624423027039
Image_523,-0.020766306668519974,-0.006873607635498047,-0.015279978513717651,0.012475274503231049,0.05149441212415695,0.07437555491924286,0.11918050050735474,0.17275705933570862,0.325530469417572,0.7225990295410156,0.8825184106826782,0.9337232112884521
Image_524,0.01605440303683281,-0.0024643614888191223,-0.010891743004322052,0.014223262667655945,0.05567805469036102,0.09395930171012878,0.1430191546678543,0.19570285081863403,0.3449569642543793,0.7054184675216675,0.8740936517715454,0.9394104480743408
Image_525,-0.024930156767368317,-0.026397448033094406,-0.028461433947086334,0.006840266287326813,0.048596106469631195,0.08827893435955048,0.13739338517189026,0.18972046673297882,0.3343559801578522,0.7233445048332214,0.8774672150611877,0.9446141719818115
Image_526,0.009606260806322098,0.011613555252552032,0.016493692994117737,0.03333603963255882,0.06426369398832321,0.09423328191041946,0.12680120766162872,0.1879918873310089,0.29963845014572144,0.7009280920028687,0.882128119468689,0.9324136972427368
Image_527,-0.015608064830303192,-0.00398622453212738,-0.015894360840320587,0.00730142742395401,0.0456215925514698,0.08721224963665009,0.1406441032886505,0.20005983114242554,0.3592008948326111,0.7317140102386475,0.9045259356498718,0.9330683946609497
Image_528,-0.02221338450908661,-0.004763305187225342,0.005605597048997879,0.028969895094633102,0.0688893049955368,0.11411042511463165,0.1563655138015747,0.2298988401889801,0.3695054054260254,0.7279005646705627,0.8914672136306763,0.920083224773407
Image_529,0.044137075543403625,0.031924910843372345,0.011738650500774384,0.03537502884864807,0.0797954797744751,0.1370990127325058,0.1855933964252472,0.23518742620944977,0.38445204496383667,0.7630600929260254,0.8886297941207886,0.9363163709640503
Image_530,0.03335976228117943,0.027360394597053528,-0.0012844055891036987,0.021601561456918716,0.050912436097860336,0.07840666174888611,0.1161378026008606,0.18504375219345093,0.3266655504703522,0.6970239877700806,0.8812007904052734,0.9325851202011108
Image_531,0.026382150128483772,-0.011725585907697678,0.01632991060614586,0.06047993525862694,0.0999390184879303,0.1362907588481903,0.1759844273328781,0.22957757115364075,0.3956248462200165,0.7153860330581665,0.893372654914856,0.9159765243530273
Image_532,0.004596889019012451,-0.020197704434394836,-0.010997883975505829,0.017744675278663635,0.05508265644311905,0.1043548583984375,0.16950225830078125,0.24694034457206726,0.37550124526023865,0.7130773067474365,0.8747199773788452,0.9287588596343994
Image_533,-0.02796313166618347,-0.00596628338098526,-0.0027288496494293213,0.020413700491189957,0.04973931238055229,0.07540394365787506,0.11623233556747437,0.14908775687217712,0.29514601826667786,0.6984976530075073,0.8907807469367981,0.9402892589569092
Image_534,0.011984571814537048,0.0015786215662956238,-0.024610161781311035,-0.014433734118938446,0.01057908684015274,0.049222737550735474,0.08822154998779297,0.1417546421289444,0.28142261505126953,0.6820510029792786,0.8861541748046875,0.9554471373558044
Image_535,0.06823605298995972,0.049889177083969116,0.07127101719379425,0.08981265872716904,0.11880386620759964,0.1489402949810028,0.19390401244163513,0.25659239292144775,0.41219502687454224,0.7241431474685669,0.8853147625923157,0.9263057112693787
Image_536,0.01091805100440979,0.010411709547042847,0.01696186512708664,0.02372710406780243,0.05824153125286102,0.09406239539384842,0.14742711186408997,0.20490476489067078,0.3514717221260071,0.6774626970291138,0.8689390420913696,0.9403402805328369
Image_537,0.056178439408540726,0.04383213818073273,0.06461593508720398,0.11152991652488708,0.155975341796875,0.19847898185253143,0.22351577877998352,0.28723767399787903,0.42119675874710083,0.7082188129425049,0.8783690929412842,0.9114102125167847
Image_538,0.0201719980686903,0.02761811390519142,0.03796067088842392,0.051834747195243835,0.09021250903606415,0.11783812195062637,0.162559375166893,0.20702020823955536,0.32044899463653564,0.676418662071228,0.8673957586288452,0.9091997742652893
Image_539,0.05961085483431816,0.0449899397790432,0.05720999091863632,0.08479233086109161,0.13225500285625458,0.1795186698436737,0.22123830020427704,0.28159523010253906,0.4327552020549774,0.7504833936691284,0.8995142579078674,0.9256144762039185
Image_540,-0.010478626936674118,-0.035902347415685654,-0.018756210803985596,0.01571698486804962,0.046729255467653275,0.08685509115457535,0.12689056992530823,0.1897870898246765,0.3476364016532898,0.7260388731956482,0.8842505216598511,0.9470309019088745
Image_541,-0.010850772261619568,-0.02333145961165428,-0.005034409463405609,0.017956949770450592,0.055446747690439224,0.09030268341302872,0.12760639190673828,0.19191902875900269,0.32828253507614136,0.7255507111549377,0.901411235332489,0.9543847441673279
Image_542,-0.0020292364060878754,-0.016225550323724747,-0.003235645592212677,0.01903657242655754,0.0639653131365776,0.09771308302879333,0.14439833164215088,0.20454692840576172,0.3499907851219177,0.7392481565475464,0.909914493560791,0.9550572037696838
Image_543,0.007699795067310333,-0.02214701473712921,0.0005716979503631592,0.03702668845653534,0.08436273038387299,0.12462455779314041,0.1644018292427063,0.22861012816429138,0.3535352945327759,0.7198358774185181,0.8964675068855286,0.9337815046310425
Image_544,0.012817241251468658,-0.0026289336383342743,0.0007812380790710449,0.008064843714237213,0.03664012998342514,0.0713750422000885,0.12345714867115021,0.17407596111297607,0.32071319222450256,0.6642860174179077,0.8818892240524292,0.9529880285263062
Image_545,0.01948678307235241,0.017432067543268204,0.0433332659304142,0.08370982855558395,0.12530407309532166,0.1656775325536728,0.20624317228794098,0.25165995955467224,0.39237526059150696,0.7059407830238342,0.8696253895759583,0.9078776836395264
Image_546,-0.03748437762260437,-0.01769694685935974,-0.029010705649852753,-0.008785553276538849,0.03887053206562996,0.08426626026630402,0.1400173306465149,0.18232165277004242,0.30536574125289917,0.6966338157653809,0.849042534828186,0.9324163198471069
Image_547,0.035902418196201324,0.021103695034980774,0.004812858998775482,0.019465692341327667,0.05675218999385834,0.09675745666027069,0.1541920155286789,0.21956321597099304,0.3497808873653412,0.7109520435333252,0.8658901453018188,0.94798344373703
Image_548,0.003489859402179718,-0.013784140348434448,-0.009751640260219574,0.016025438904762268,0.05112580955028534,0.07758940011262894,0.1120464950799942,0.17430534958839417,0.3125133514404297,0.6823520660400391,0.863760232925415,0.9484970569610596
Image_549,-0.028980109840631485,-0.04066247493028641,-0.0331977978348732,-0.0035220980644226074,0.04188530147075653,0.07296884804964066,0.11549415439367294,0.18488329648971558,0.32261109352111816,0.6937320828437805,0.8623692989349365,0.9485482573509216
Image_550,-0.0010661371052265167,-0.007890641689300537,0.0008288845419883728,0.03193265199661255,0.06160000339150429,0.09963928908109665,0.13720527291297913,0.1834806650876999,0.3222200274467468,0.7115182280540466,0.8661600947380066,0.9413643479347229
Image_551,-0.023293279111385345,0.009894959628582,0.014221418648958206,0.026934199035167694,0.060743171721696854,0.09602153301239014,0.13414040207862854,0.1870267391204834,0.33738768100738525,0.693204402923584,0.8710439205169678,0.9127970337867737
Image_552,0.031102795153856277,0.015728317201137543,0.0333627387881279,0.05482323467731476,0.08537611365318298,0.12338695675134659,0.16026225686073303,0.21336525678634644,0.33982986211776733,0.7143505811691284,0.8558019399642944,0.9184433221817017
Image_553,0.05369146168231964,0.04588048905134201,0.052675336599349976,0.07008665055036545,0.10885725915431976,0.15477949380874634,0.19524693489074707,0.25490549206733704,0.3935701251029968,0.7275247573852539,0.885511577129364,0.9245332479476929
Image_554,0.03411084786057472,0.012021828442811966,0.0238722562789917,0.04095017910003662,0.07682610303163528,0.1164943277835846,0.16036882996559143,0.22701801359653473,0.3629257082939148,0.6947938203811646,0.8812731504440308,0.9545609951019287
Image_555,0.013679776340723038,0.018428653478622437,0.014842718839645386,0.03679797053337097,0.07958925515413284,0.12291868031024933,0.16601741313934326,0.2211458384990692,0.3617188334465027,0.7138368487358093,0.8898299932479858,0.9351434111595154
Image_556,0.03522329032421112,0.01463683694601059,0.021266479045152664,0.055866315960884094,0.08847995847463608,0.11895816028118134,0.16324493288993835,0.21691785752773285,0.3672352433204651,0.7122513055801392,0.886680006980896,0.9309508800506592
Image_557,-0.0007222779095172882,-0.021230634301900864,-0.007838748395442963,0.026128478348255157,0.068484365940094,0.10925507545471191,0.1681627333164215,0.22433573007583618,0.3612419366836548,0.7297294735908508,0.8893609046936035,0.9434691667556763
Image_558,0.00935128703713417,-0.014170460402965546,-0.006697244942188263,0.014912307262420654,0.05252716690301895,0.0950857549905777,0.15003100037574768,0.20024374127388,0.33014893531799316,0.7024603486061096,0.8901074528694153,0.9453181028366089
Image_559,-0.0469927042722702,-0.021748755127191544,-0.03643547743558884,-0.010103873908519745,0.030412357300519943,0.055785126984119415,0.09522217512130737,0.16370031237602234,0.3306135833263397,0.7479740977287292,0.883290708065033,0.9507192969322205
Image_560,-0.025694459676742554,-0.03021956980228424,-0.050623729825019836,-0.03488323092460632,-0.01065681129693985,0.016691558063030243,0.058499112725257874,0.12017632275819778,0.2726002335548401,0.6669675707817078,0.8636812567710876,0.9590353965759277
Image_561,-0.03662493824958801,-0.010728701949119568,-0.018457487225532532,-0.006496608257293701,0.03532600402832031,0.07294493913650513,0.1161770224571228,0.17541277408599854,0.3096391260623932,0.7051190137863159,0.8702531456947327,0.9457611441612244
Image_562,0.03626464679837227,0.016881298273801804,0.034536007791757584,0.05839012563228607,0.09867682307958603,0.13148008286952972,0.17531731724739075,0.23290881514549255,0.3759620785713196,0.7280433773994446,0.9019609689712524,0.9510388374328613
Image_563,-0.007649533450603485,-0.028220541775226593,-0.024887122213840485,-0.0013336613774299622,0.03974931687116623,0.08197427541017532,0.12818141281604767,0.19053253531455994,0.35407325625419617,0.7088833451271057,0.8679578304290771,0.947500467300415
Image_564,0.025118160992860794,0.01800919696688652,0.009344160556793213,0.02329690009355545,0.058146681636571884,0.09449514746665955,0.1376703381538391,0.18947988748550415,0.3217329978942871,0.6732757091522217,0.8497852087020874,0.9414594173431396
Image_565,0.019432339817285538,2.763420343399048e-05,-0.03089214116334915,-0.02283220738172531,0.016631215810775757,0.05819426476955414,0.09865729510784149,0.16438554227352142,0.2838616371154785,0.6288011074066162,0.8338221311569214,0.9449355602264404
Image_566,0.023947611451148987,-0.018862616270780563,-0.04169829189777374,-0.028404109179973602,0.008850164711475372,0.0428006686270237,0.08084268122911453,0.14694632589817047,0.2875249981880188,0.6780730485916138,0.8825823068618774,0.9557689428329468
Image_567,0.026480523869395256,0.006532628089189529,0.005778789520263672,0.034049078822135925,0.06682057678699493,0.10695827007293701,0.15589891374111176,0.22166144847869873,0.39125069975852966,0.733952522277832,0.8997536897659302,0.9447338581085205
Image_568,0.013935372233390808,0.009760573506355286,0.05496989190578461,0.07604049891233444,0.11529415845870972,0.15749026834964752,0.19499754905700684,0.2557535767555237,0.385585755109787,0.7362333536148071,0.8988699913024902,0.9086446762084961
Image_569,-0.00988122820854187,-0.025735244154930115,-0.020339883863925934,0.017611652612686157,0.05536588281393051,0.09584929049015045,0.14313800632953644,0.20159558951854706,0.3615777790546417,0.7303072810173035,0.8820862770080566,0.9386082887649536
Image_570,0.04789813607931137,0.04409851133823395,0.06596259027719498,0.08910896629095078,0.11718061566352844,0.14834272861480713,0.19198626279830933,0.24987298250198364,0.38275855779647827,0.695164680480957,0.8857441544532776,0.9196316003799438
Image_571,0.018013261258602142,0.02340008318424225,0.01044909656047821,0.02043134719133377,0.05437979847192764,0.09003981947898865,0.12018702179193497,0.1829482913017273,0.3276766836643219,0.6910228729248047,0.8939473628997803,0.9422640800476074
Image_572,0.008535891771316528,-0.000835612416267395,-0.003794454038143158,0.007922329008579254,0.04229551553726196,0.07627424597740173,0.12117516994476318,0.1793013960123062,0.31135743856430054,0.6464897394180298,0.8610450625419617,0.957021951675415
Image_573,-0.038491442799568176,-0.032717905938625336,-0.03522363305091858,-0.019998259842395782,0.012685813009738922,0.05354075878858566,0.1033129096031189,0.1652769148349762,0.31410419940948486,0.7007262706756592,0.8867907524108887,0.9385947585105896
Image_574,0.034005582332611084,0.02769704908132553,0.02551255375146866,0.04948341101408005,0.09265944361686707,0.13938689231872559,0.17411495745182037,0.23508819937705994,0.37396010756492615,0.684009313583374,0.8655586242675781,0.9087365865707397
Image_575,-0.008311878889799118,-0.026146449148654938,-0.017189010977745056,0.006116174161434174,0.03447948396205902,0.06535635888576508,0.10699307918548584,0.1589040905237198,0.3025348484516144,0.6813912391662598,0.8573153018951416,0.9453802704811096
Image_576,0.03128212317824364,0.01869387924671173,0.040034275501966476,0.07141635566949844,0.10358420014381409,0.1408400982618332,0.18768027424812317,0.2483881711959839,0.3961917459964752,0.7164289355278015,0.8703328371047974,0.9238927364349365
Image_577,0.002700071781873703,0.001103714108467102,0.008241713047027588,0.03307615593075752,0.06978666037321091,0.10334065556526184,0.14851567149162292,0.20333270728588104,0.3453795313835144,0.706518828868866,0.8968663215637207,0.9366227984428406
Image_578,-0.012754291296005249,-0.014513097703456879,-0.04476991295814514,-0.031440235674381256,-0.00128144770860672,0.02614074945449829,0.07630568742752075,0.14531764388084412,0.27684009075164795,0.6594942808151245,0.8449523448944092,0.944230854511261
Image_579,0.04272165894508362,0.0311790332198143,0.027141012251377106,0.050469569861888885,0.08204352110624313,0.10508488863706589,0.1623922735452652,0.2222529947757721,0.33871370553970337,0.6962587833404541,0.8701977729797363,0.9399515390396118
Image_580,0.036770451813936234,0.027843892574310303,0.020920857787132263,0.03662564605474472,0.07132402807474136,0.11031822860240936,0.16245192289352417,0.22055187821388245,0.36417490243911743,0.74289870262146,0.8842782378196716,0.9350999593734741
Image_581,0.04639330878853798,0.02636813372373581,0.04077593982219696,0.07672677934169769,0.1237504780292511,0.16549694538116455,0.20152923464775085,0.27761462330818176,0.4188914895057678,0.7221367359161377,0.8868444561958313,0.932968020439148
