Image,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_217,-0.009549502283334732,-0.0018419548869132996,-0.009627200663089752,0.008676059544086456,0.040194444358348846,0.09986608475446701,0.136008158326149,0.19018220901489258,0.32000020146369934,0.616252601146698,0.8329994678497314,0.9551623463630676
Image_218,0.018942534923553467,0.02668565884232521,0.01523592323064804,0.02923412248492241,0.06840410828590393,0.11351508647203445,0.15296171605587006,0.20168723165988922,0.32277411222457886,0.6714855432510376,0.8435673117637634,0.9066920280456543
Image_219,-0.006951138377189636,0.0016667172312736511,-0.01778704673051834,-0.001641891896724701,0.029068507254123688,0.08074134588241577,0.14229470491409302,0.20507550239562988,0.3546279966831207,0.6852661371231079,0.8590426445007324,0.9333512187004089
Image_220,0.009471531957387924,0.03156040608882904,0.06257596611976624,0.10072270035743713,0.14849355816841125,0.18398842215538025,0.22322458028793335,0.277632474899292,0.42743733525276184,0.7257228493690491,0.8914223909378052,0.9015719890594482
Image_221,0.0228118896484375,0.05555470287799835,0.07235915958881378,0.07618341594934464,0.11614250391721725,0.1888742595911026,0.24038954079151154,0.318227618932724,0.47905266284942627,0.7636191844940186,0.8788299560546875,0.9049892425537109
Image_222,0.015202701091766357,0.06458049267530441,0.058318644762039185,0.06239399313926697,0.09036065638065338,0.15827898681163788,0.19347846508026123,0.2675105929374695,0.42818236351013184,0.7483802437782288,0.8981777429580688,0.929214358329773
Image_223,0.0037903301417827606,0.03112262859940529,0.040187425911426544,0.04770907014608383,0.07187406718730927,0.11810096353292465,0.16641828417778015,0.23897923529148102,0.40020936727523804,0.7123290300369263,0.862603485584259,0.9033166170120239
Image_224,0.024734366685152054,0.041334811598062515,0.041670285165309906,0.05112456530332565,0.08753903955221176,0.13966426253318787,0.1896003931760788,0.2559984028339386,0.3979440927505493,0.7314944267272949,0.8791590929031372,0.9057496190071106
Image_225,0.08551128208637238,0.09688186645507812,0.10737680643796921,0.12204190343618393,0.1641187071800232,0.2171124815940857,0.25654417276382446,0.31950312852859497,0.47547435760498047,0.772138237953186,0.8957337141036987,0.9131023287773132
Image_226,0.011892437934875488,-0.0030319467186927795,-0.01345885545015335,-0.0003447607159614563,0.03239373117685318,0.08261074870824814,0.1383279711008072,0.19557464122772217,0.35961657762527466,0.6753524541854858,0.8496761918067932,0.9298226833343506
Image_227,-0.010247629135847092,-0.020795229822397232,-0.04580093175172806,-0.043573975563049316,-0.005612552165985107,0.04320147633552551,0.07716976851224899,0.14758317172527313,0.2840022146701813,0.5809581875801086,0.8458970785140991,0.9518400430679321
Image_228,-0.019316159188747406,-0.016118668019771576,-0.015377752482891083,-0.0019968077540397644,0.029581554234027863,0.08517966419458389,0.12271103262901306,0.1766345053911209,0.333179771900177,0.5922189950942993,0.8167104125022888,0.9497959613800049
Image_229,-0.01876283437013626,-0.04246814548969269,-0.031901970505714417,-0.023495957255363464,0.015074566006660461,0.06345247477293015,0.10158239305019379,0.16893291473388672,0.31194883584976196,0.6622426509857178,0.8825405836105347,0.9570746421813965
Image_230,0.02283138781785965,0.028962716460227966,0.06013265624642372,0.054276615381240845,0.10317821055650711,0.15101860463619232,0.19283854961395264,0.2662819027900696,0.43525004386901855,0.7587440609931946,0.876551628112793,0.9230809807777405
Image_231,0.00018880516290664673,0.025607146322727203,0.02259230613708496,0.03537341207265854,0.06513708829879761,0.11382053792476654,0.15375463664531708,0.24065592885017395,0.38167470693588257,0.7152488827705383,0.896098256111145,0.9452654123306274
Image_232,0.014462452381849289,0.006824560463428497,0.025337394326925278,0.027624063193798065,0.060104675590991974,0.13596642017364502,0.19146496057510376,0.2665366530418396,0.4338234066963196,0.7302076816558838,0.8846573233604431,0.9315608739852905
Image_233,0.04550306499004364,0.06794349104166031,0.07019449025392532,0.10329646617174149,0.1567133218050003,0.196634903550148,0.22094962000846863,0.28752875328063965,0.4462173581123352,0.7635405659675598,0.8977459669113159,0.9093807339668274
Image_234,0.022990163415670395,0.035106755793094635,0.028686560690402985,0.03210458159446716,0.06623098254203796,0.1105978712439537,0.16232311725616455,0.21417048573493958,0.36573582887649536,0.712164044380188,0.8779077529907227,0.9325581789016724
Image_235,-0.0021915361285209656,0.00446029007434845,-0.009482823312282562,0.0004741847515106201,0.03801131993532181,0.08415114879608154,0.1321890503168106,0.18987752497196198,0.31931912899017334,0.6249101161956787,0.8254163265228271,0.9281556010246277
Image_236,-0.005739346146583557,0.03529774025082588,0.03395603597164154,0.058330800384283066,0.08930263668298721,0.1583295315504074,0.20204728841781616,0.2743545174598694,0.41002875566482544,0.7651287317276001,0.9035769104957581,0.9190226793289185
Image_237,0.07080993056297302,0.08304163068532944,0.09979113936424255,0.1093655452132225,0.13877439498901367,0.23040248453617096,0.2854210138320923,0.3553657531738281,0.46535247564315796,0.7598661780357361,0.8997356295585632,0.9310741424560547
Image_238,0.026052065193653107,0.022392746061086655,0.02337592840194702,0.04019085317850113,0.08068658411502838,0.13983574509620667,0.1839020997285843,0.24041539430618286,0.4017665684223175,0.7067241668701172,0.8774422407150269,0.9265315532684326
Image_239,0.008515814319252968,0.020666733384132385,0.04361732676625252,0.06305428594350815,0.10335040837526321,0.16821050643920898,0.20650988817214966,0.2642539143562317,0.4393317997455597,0.792449414730072,0.9213725328445435,0.9329394698143005
Image_240,0.0823291540145874,0.05656813085079193,0.09098073095083237,0.11280062794685364,0.14012056589126587,0.16947710514068604,0.21832755208015442,0.2777448892593384,0.3961624503135681,0.7158005833625793,0.8781198263168335,0.8724257946014404
Image_241,0.01214917004108429,-0.020893976092338562,-0.017673730850219727,0.0010015219449996948,0.03615202009677887,0.0923914983868599,0.12183202803134918,0.18618638813495636,0.32735341787338257,0.683767557144165,0.860058605670929,0.9429211020469666
Image_242,0.029582977294921875,0.009508002549409866,0.02437257021665573,0.028531372547149658,0.07007231563329697,0.12917491793632507,0.17347930371761322,0.2303178310394287,0.40225353837013245,0.730914831161499,0.8662071228027344,0.9034764170646667
Image_243,-0.01702079176902771,-0.016090400516986847,-0.02103888988494873,-0.013236887753009796,0.03217616677284241,0.07009623199701309,0.10212621092796326,0.15873058140277863,0.3207670748233795,0.6587087512016296,0.8388710021972656,0.9330009818077087
Image_244,0.043771155178546906,0.053746871650218964,0.06194804608821869,0.06437867134809494,0.09482450783252716,0.1452944427728653,0.19108104705810547,0.250993549823761,0.4161916971206665,0.7747770547866821,0.8943792581558228,0.9200066328048706
Image_245,0.005824577063322067,0.027413325384259224,0.041047267615795135,0.05515608936548233,0.0929301455616951,0.14876039326190948,0.19339513778686523,0.2575985789299011,0.4077330231666565,0.7388571500778198,0.8946202993392944,0.913422703742981
Image_246,0.0017913319170475006,-0.018540125340223312,-0.0010531917214393616,-0.0013824477791786194,0.028377965092658997,0.097715362906456,0.145741805434227,0.22754648327827454,0.4028547406196594,0.7379283905029297,0.897950291633606,0.9419237375259399
Image_247,-0.01786494255065918,-0.02059078961610794,-0.008524388074874878,0.0004735216498374939,0.03242151439189911,0.08444781601428986,0.13176287710666656,0.22409343719482422,0.3650359511375427,0.6833358407020569,0.86668860912323,0.9545232057571411
Image_248,-0.011035926640033722,-0.006305418908596039,-0.012825243175029755,-0.010004185140132904,0.020481877028942108,0.06434521079063416,0.11190354824066162,0.1744416207075119,0.34151124954223633,0.6645902991294861,0.8545835018157959,0.9354119300842285
Image_249,0.09675569832324982,0.08655853569507599,0.07841690629720688,0.09053967148065567,0.1288549304008484,0.18096232414245605,0.2119491696357727,0.2649526000022888,0.44147032499313354,0.7813217639923096,0.9025777578353882,0.9208008050918579
Image_250,-0.029824495315551758,-0.03819398581981659,-0.04593607038259506,-0.021516069769859314,0.017632968723773956,0.06261681020259857,0.09666383266448975,0.16810670495033264,0.31195926666259766,0.6813186407089233,0.8863440752029419,0.94685959815979
Image_251,-0.0032922104001045227,0.02607721835374832,0.013068094849586487,0.021223440766334534,0.04507928341627121,0.10361018776893616,0.15380766987800598,0.22806620597839355,0.3684879541397095,0.6906418204307556,0.8689576983451843,0.9514375925064087
Image_252,0.015168447047472,0.03766666352748871,0.030458349734544754,0.030809059739112854,0.07361282408237457,0.14247767627239227,0.19800327718257904,0.27905261516571045,0.4492568373680115,0.7723743319511414,0.882559061050415,0.9280586838722229
Image_253,0.02750212326645851,0.039593130350112915,0.05019395053386688,0.06260152161121368,0.09967178106307983,0.1585659682750702,0.194746196269989,0.2761807143688202,0.43562209606170654,0.7484029531478882,0.881267786026001,0.9270247220993042
Image_254,0.05052223429083824,0.0504000261425972,0.05219811201095581,0.058593131601810455,0.08283567428588867,0.13922517001628876,0.18169201910495758,0.25816214084625244,0.41317540407180786,0.7290400266647339,0.9190788269042969,0.954658031463623
Image_255,0.06545455008745193,0.07898133993148804,0.06326375901699066,0.08202919363975525,0.10401830077171326,0.1511441469192505,0.17868265509605408,0.23829224705696106,0.3931202292442322,0.7324835658073425,0.9169759750366211,0.935977041721344
Image_256,-0.005682438611984253,-0.018338721245527267,-0.016473419964313507,-0.006106317043304443,0.027720041573047638,0.08181985467672348,0.12867622077465057,0.1995437741279602,0.3422013223171234,0.6758377552032471,0.8839889764785767,0.9568346738815308
Image_257,0.06560719013214111,0.10829701274633408,0.11454099416732788,0.1238621175289154,0.15628616511821747,0.2028220295906067,0.24287767708301544,0.329751580953598,0.4950424134731293,0.8196159601211548,0.9020097255706787,0.9240633249282837
Image_258,-0.011726226657629013,-0.0012519732117652893,0.0016452893614768982,0.01615706831216812,0.05207669362425804,0.1147368848323822,0.16710349917411804,0.23567678034305573,0.37138569355010986,0.6876420974731445,0.8744479417800903,0.9378432631492615
Image_259,-0.0019239187240600586,0.010850951075553894,0.012261271476745605,0.020335860550403595,0.05176188051700592,0.11039610207080841,0.1554436981678009,0.2221861481666565,0.383099228143692,0.6750725507736206,0.8562489748001099,0.9386012554168701
Image_260,0.04455742612481117,0.04925321787595749,0.05355995148420334,0.05976060777902603,0.09944217652082443,0.156685471534729,0.1935194432735443,0.2597530484199524,0.41201430559158325,0.7209509015083313,0.8782776594161987,0.9258326292037964
Image_261,-0.014493964612483978,-0.031370412558317184,-0.025513142347335815,-0.013576462864875793,0.023164190351963043,0.07571949809789658,0.11046554148197174,0.17660921812057495,0.30317676067352295,0.6517167091369629,0.8886436223983765,0.9576730132102966
Image_262,-0.030290644615888596,-0.023626983165740967,-0.02161635458469391,-0.0029258131980895996,0.020427241921424866,0.08540169894695282,0.133711040019989,0.20678114891052246,0.36838412284851074,0.6886953711509705,0.8713439702987671,0.9435088038444519
Image_263,0.04509483277797699,0.05716446042060852,0.05780065059661865,0.0714683085680008,0.09750916808843613,0.15639474987983704,0.19634324312210083,0.2876430153846741,0.4386289715766907,0.7635596990585327,0.8897571563720703,0.930549144744873
Image_264,0.014161840081214905,-0.0073404088616371155,-0.010003790259361267,0.011425584554672241,0.035945743322372437,0.08563598245382309,0.12266718596220016,0.17753084003925323,0.3071221113204956,0.6329862475395203,0.8632729053497314,0.9471369385719299
Image_265,0.0761970654129982,0.0770786702632904,0.09261658787727356,0.09904198348522186,0.13079793751239777,0.19515420496463776,0.2352464497089386,0.3162514567375183,0.4621923565864563,0.7650316953659058,0.9079970121383667,0.9224445819854736
Image_266,0.0007998645305633545,0.011323533952236176,0.005197376012802124,0.010170772671699524,0.039742276072502136,0.09522230923175812,0.13430367410182953,0.19881536066532135,0.3340948224067688,0.6390419006347656,0.8509964942932129,0.947295069694519
Image_267,0.030038855969905853,0.0298391655087471,0.03282248228788376,0.059671998023986816,0.09112131595611572,0.1417391449213028,0.18741872906684875,0.2489200234413147,0.3883863091468811,0.7312097549438477,0.8827588558197021,0.9192929267883301
Image_268,0.03782586008310318,0.07256871461868286,0.07508999109268188,0.08948742598295212,0.13111965358257294,0.1827130764722824,0.2280360609292984,0.3196045160293579,0.4587933421134949,0.7915849685668945,0.9131617546081543,0.9171921014785767
Image_269,-0.03955797106027603,0.008238889276981354,0.017917804419994354,0.03709478676319122,0.07048320770263672,0.1295909732580185,0.17301000654697418,0.24458692967891693,0.4243863821029663,0.7516925930976868,0.8838040828704834,0.9152094721794128
Image_270,-0.013924464583396912,-0.016740746796131134,-0.025736458599567413,-0.01481417566537857,0.013318397104740143,0.056708622723817825,0.10501204431056976,0.18575812876224518,0.3359772562980652,0.6803195476531982,0.8569433689117432,0.9444490075111389
Image_271,-0.016571585088968277,0.030632659792900085,0.03792313486337662,0.06621426343917847,0.10409467667341232,0.16001984477043152,0.18982627987861633,0.23769903182983398,0.38035833835601807,0.7721145153045654,0.8933783769607544,0.9070655107498169
Image_272,0.0015455223619937897,-0.03535948693752289,-0.03408318758010864,-0.020683951675891876,0.022228308022022247,0.06991656869649887,0.10960830748081207,0.1566537469625473,0.29767802357673645,0.6465194225311279,0.8430075645446777,0.9314244985580444
Image_273,-0.0166705884039402,-0.016443617641925812,-0.014957688748836517,-0.00276290625333786,0.025787271559238434,0.07631731778383255,0.11228996515274048,0.16706664860248566,0.3093935251235962,0.6186562776565552,0.8577669858932495,0.9509915113449097
Image_274,0.09898088127374649,0.06878587603569031,0.07931113988161087,0.09536881744861603,0.13313312828540802,0.18907353281974792,0.24337629973888397,0.3057992458343506,0.4779301583766937,0.772181510925293,0.88619464635849,0.9189655780792236
Image_275,0.03334631398320198,0.030977878719568253,0.0377608947455883,0.03822784125804901,0.06337607651948929,0.1314927637577057,0.17665545642375946,0.2506496012210846,0.3813853859901428,0.6672824621200562,0.8580372333526611,0.9455564022064209
Image_276,0.013978518545627594,0.019737057387828827,0.02448691427707672,0.03977380692958832,0.07788139581680298,0.13041463494300842,0.16285546123981476,0.22290869057178497,0.3522404134273529,0.6768985986709595,0.8888775110244751,0.9526780247688293
Image_277,0.049166787415742874,0.04891198128461838,0.07043169438838959,0.0993405357003212,0.13833773136138916,0.17307056486606598,0.21331019699573517,0.2587316632270813,0.4041264057159424,0.7051510810852051,0.8772655725479126,0.907837450504303
Image_278,0.04406324401497841,0.04716974124312401,0.06433860957622528,0.08970411866903305,0.12318094074726105,0.16411718726158142,0.20989808440208435,0.28332388401031494,0.43089422583580017,0.7516220808029175,0.8872091770172119,0.8941905498504639
Image_279,0.041887640953063965,0.059150539338588715,0.06080319359898567,0.07777412980794907,0.12283074855804443,0.1937827616930008,0.24435430765151978,0.3206995725631714,0.52103590965271,0.8035556674003601,0.8988109827041626,0.9281819462776184
Image_280,-0.0016988180577754974,0.001304633915424347,-0.012920767068862915,0.000397607684135437,0.03806469589471817,0.09068788588047028,0.13436122238636017,0.19260185956954956,0.3442632853984833,0.7033698558807373,0.8727303743362427,0.9503898620605469
Image_281,0.02830573543906212,0.03394152596592903,0.028111539781093597,0.04240928217768669,0.07418506592512131,0.1161295473575592,0.16123974323272705,0.21167334914207458,0.3401646018028259,0.6769540309906006,0.8752573132514954,0.945284366607666
Image_282,0.022492118179798126,0.04767090082168579,0.07879827916622162,0.08564834296703339,0.11796224862337112,0.18488770723342896,0.2288820445537567,0.30363696813583374,0.474796324968338,0.7954866886138916,0.8935920000076294,0.9215569496154785
Image_283,-0.018016401678323746,0.018069036304950714,0.030844606459140778,0.04265831410884857,0.06454218178987503,0.12088979035615921,0.17415377497673035,0.24443425238132477,0.3999106287956238,0.7023664116859436,0.8709813356399536,0.9367027878761292
Image_284,0.039527446031570435,0.042778946459293365,0.053316812962293625,0.05471985787153244,0.08546894788742065,0.1585090160369873,0.1973174512386322,0.27020472288131714,0.42715364694595337,0.7287469506263733,0.8775143027305603,0.9297038912773132
Image_285,-0.02603539079427719,0.0018082894384860992,0.013267882168293,0.019701160490512848,0.0443388968706131,0.09717987477779388,0.14280708134174347,0.23605740070343018,0.40269044041633606,0.7072010040283203,0.8734133243560791,0.9231691956520081
Image_286,0.006179496645927429,0.038854390382766724,0.033951401710510254,0.03993361443281174,0.0836656466126442,0.15105107426643372,0.18127666413784027,0.24854519963264465,0.39327797293663025,0.6970127820968628,0.8727356195449829,0.9432528614997864
Image_287,-0.004488687962293625,0.015078045427799225,0.02719557285308838,0.04568324610590935,0.0867491215467453,0.13991975784301758,0.18551740050315857,0.24929174780845642,0.4252728521823883,0.738334596157074,0.8806661367416382,0.9056216478347778
Image_288,0.02828536555171013,0.030740130692720413,0.03045555204153061,0.04689672216773033,0.09150774776935577,0.136725515127182,0.1899346113204956,0.2483060210943222,0.3719235956668854,0.7311381101608276,0.8705195784568787,0.878239631652832
Image_289,0.013465553522109985,0.02690037712454796,0.022513553500175476,0.030137747526168823,0.06473188102245331,0.11345501244068146,0.15250732004642487,0.22272850573062897,0.38651227951049805,0.726932168006897,0.8901721239089966,0.9146366119384766
Image_290,-0.040705449879169464,-0.027119368314743042,-0.016249537467956543,-0.010710909962654114,0.025338158011436462,0.0843416079878807,0.13892029225826263,0.20977415144443512,0.3919924795627594,0.7005442380905151,0.8703634142875671,0.9357504844665527
Image_291,0.010930616408586502,0.020981457084417343,0.013556167483329773,0.01912527158856392,0.04592759907245636,0.08576147258281708,0.1279844045639038,0.2047395408153534,0.36061891913414,0.7279015779495239,0.9045255184173584,0.9443416595458984
Image_292,0.006163068115711212,-0.011822640895843506,-0.016049474477767944,-0.002267509698867798,0.029361814260482788,0.07637612521648407,0.11606940627098083,0.18400338292121887,0.3188256025314331,0.6337867379188538,0.8703497648239136,0.9501106142997742
Image_293,0.00474848598241806,-0.007914140820503235,0.0009872987866401672,0.020408451557159424,0.05230037122964859,0.11247291415929794,0.1484374850988388,0.20287635922431946,0.35040485858917236,0.6629102230072021,0.8583688139915466,0.948854923248291
Image_294,0.03662592172622681,0.011361025273799896,0.02412617951631546,0.05645085871219635,0.10043179988861084,0.13157214224338531,0.18136121332645416,0.2376781851053238,0.3749683201313019,0.6888675689697266,0.8546605706214905,0.9062199592590332
Image_295,-0.016943752765655518,-0.003918968141078949,-0.008553452789783478,0.006707385182380676,0.038962990045547485,0.09345190972089767,0.1479530930519104,0.21443086862564087,0.36651611328125,0.72526615858078,0.8588417172431946,0.9188991785049438
Image_296,-0.001554202288389206,-0.010358452796936035,0.00026107579469680786,0.0073304250836372375,0.043729156255722046,0.09085036814212799,0.13447539508342743,0.21699760854244232,0.35581982135772705,0.6711556911468506,0.8734104633331299,0.9462326765060425
Image_297,-0.013904854655265808,-0.018538624048233032,-0.02257109433412552,-0.007444195449352264,0.035679250955581665,0.08259992301464081,0.11443480849266052,0.19102934002876282,0.3300023674964905,0.686276376247406,0.8899586200714111,0.9514575004577637
Image_298,-0.011605117470026016,-0.014862161129713058,-0.015245132148265839,-0.0060663968324661255,0.023726582527160645,0.07774536311626434,0.11170672625303268,0.17364606261253357,0.3189549446105957,0.6205602884292603,0.8435361981391907,0.9543637037277222
Image_299,0.031009335070848465,0.019351672381162643,0.004441022872924805,0.02550317347049713,0.0726432353258133,0.11842699348926544,0.17752420902252197,0.24775809049606323,0.36799800395965576,0.6722053289413452,0.8504047393798828,0.9239033460617065
Image_300,0.011365365236997604,0.03142613172531128,0.02996121719479561,0.04624749720096588,0.07250180095434189,0.13418935239315033,0.17044654488563538,0.2296401858329773,0.36577367782592773,0.6808136701583862,0.886087954044342,0.9450100064277649
Image_301,-0.010879196226596832,0.0023746564984321594,0.009179726243019104,0.032373279333114624,0.07564276456832886,0.12215294688940048,0.1794208437204361,0.252096951007843,0.4010887145996094,0.6960042119026184,0.8536902666091919,0.9177538752555847
Image_302,-0.0003976188600063324,0.009320896118879318,0.027281858026981354,0.047593072056770325,0.08753897994756699,0.14217029511928558,0.17840692400932312,0.24665452539920807,0.4054471552371979,0.7506925463676453,0.8868257999420166,0.9053443670272827
Image_303,0.014449380338191986,0.03231443464756012,0.06509678810834885,0.07973850518465042,0.11210044473409653,0.1895793229341507,0.23899808526039124,0.31818950176239014,0.5006718635559082,0.8057771325111389,0.9085033535957336,0.9297985434532166
Image_304,-0.026289626955986023,0.029219742864370346,0.02476656436920166,0.03051706776022911,0.06609151512384415,0.116292804479599,0.15366743505001068,0.21424010396003723,0.338870108127594,0.6725803017616272,0.8742340207099915,0.9178328514099121
Image_305,-0.026577048003673553,-0.010558739304542542,-0.015578500926494598,-0.0018124133348464966,0.04233367741107941,0.08663710951805115,0.14456476271152496,0.2092086374759674,0.34144335985183716,0.6599282026290894,0.8394481539726257,0.9338392019271851
Image_306,-0.02828579768538475,-0.021570555865764618,-0.011725597083568573,0.004659146070480347,0.03210771828889847,0.09310615062713623,0.13372275233268738,0.19824333488941193,0.35689404606819153,0.6447195410728455,0.8413108587265015,0.952883780002594
Image_307,0.03098440170288086,0.051780812442302704,0.03346032276749611,0.03888814151287079,0.06835679709911346,0.13482455909252167,0.1873796433210373,0.255082368850708,0.3956458270549774,0.6815676093101501,0.882253885269165,0.9534642696380615
Image_308,0.03228839114308357,0.06795663386583328,0.0623808428645134,0.07271643728017807,0.0977967232465744,0.14475557208061218,0.18051718175411224,0.25599944591522217,0.40779945254325867,0.7405738234519958,0.896936297416687,0.9233421683311462
Image_309,0.005595061928033829,0.034116584807634354,-0.0016419291496276855,0.013654232025146484,0.060354799032211304,0.09163462370634079,0.13742423057556152,0.1971110999584198,0.36282166838645935,0.7077720165252686,0.8900112509727478,0.9195570349693298
Image_310,-0.013136040419340134,-0.008464638143777847,-0.017522335052490234,0.0023708343505859375,0.03115144371986389,0.09347154200077057,0.12838059663772583,0.1967158317565918,0.3404791057109833,0.6843142509460449,0.8828338980674744,0.9536110162734985
Image_311,-0.028027012944221497,-0.03167562186717987,-0.04268283396959305,-0.03492281585931778,0.0024894028902053833,0.051402315497398376,0.08889898657798767,0.15644416213035583,0.32267773151397705,0.6626273393630981,0.8628969192504883,0.9461963772773743
Image_312,0.019273705780506134,0.015905961394309998,0.011514373123645782,0.008221946656703949,0.030338212847709656,0.08409442007541656,0.1348874717950821,0.20479421317577362,0.35878506302833557,0.6533792614936829,0.8277521133422852,0.923279345035553
Image_313,0.0029922835528850555,0.03050488978624344,0.029466785490512848,0.04390940070152283,0.07352247834205627,0.13174551725387573,0.18432018160820007,0.24525922536849976,0.3923203647136688,0.7394092082977295,0.8903262615203857,0.9111007452011108
Image_314,-0.02473239041864872,0.027203334495425224,0.03129548206925392,0.04947875440120697,0.08011224120855331,0.1285579800605774,0.16713425517082214,0.24135591089725494,0.41669073700904846,0.7761631011962891,0.8903267979621887,0.907495379447937
Image_315,-0.01914682239294052,-0.013943992555141449,-0.011609941720962524,0.0022283941507339478,0.04042064771056175,0.08897166699171066,0.130435049533844,0.19287173449993134,0.3444899320602417,0.6705679297447205,0.8612942695617676,0.9505091309547424
Image_316,0.005664065480232239,0.013228483498096466,0.038325950503349304,0.05556856095790863,0.08553226292133331,0.11715301871299744,0.15357522666454315,0.22141613066196442,0.40620046854019165,0.7155898213386536,0.8681026697158813,0.9107835292816162
Image_317,-0.0036825761198997498,0.027443766593933105,0.027903486043214798,0.036139681935310364,0.06004445254802704,0.12416437268257141,0.17415204644203186,0.2654399871826172,0.41314396262168884,0.7258403301239014,0.8935682773590088,0.9450781941413879
Image_318,-0.008130736649036407,-0.0012307092547416687,0.004604727029800415,0.025244519114494324,0.06409570574760437,0.12513147294521332,0.16599948704242706,0.23347799479961395,0.38392025232315063,0.6990041136741638,0.8626998662948608,0.9300620555877686
Image_319,-0.03452445566654205,-0.0213710218667984,-0.039768561720848083,-0.03116404265165329,0.001955561339855194,0.04581963270902634,0.08442690223455429,0.13969744741916656,0.2822362780570984,0.6151221394538879,0.8364746570587158,0.956768274307251
Image_320,-0.07268498837947845,-0.013864044100046158,-0.014386989176273346,0.0006308332085609436,0.03985193744301796,0.10087602585554123,0.15563151240348816,0.21337983012199402,0.34448307752609253,0.7205749750137329,0.8839762210845947,0.8907630443572998
Image_321,-0.008269581943750381,0.000878356397151947,0.011474519968032837,0.021930545568466187,0.05650677531957626,0.09984944760799408,0.1513541042804718,0.21243953704833984,0.3673183023929596,0.6940959692001343,0.8768216967582703,0.9245864748954773
Image_322,0.03557398170232773,0.03167220205068588,0.03992567956447601,0.046548839658498764,0.08185449987649918,0.12751396000385284,0.16757617890834808,0.2260381430387497,0.3690182864665985,0.7033135890960693,0.8636804223060608,0.8823908567428589
Image_323,0.0019502900540828705,0.00998326763510704,0.01881488412618637,0.027038808912038803,0.05387066677212715,0.10103441029787064,0.15754321217536926,0.22512511909008026,0.3655604422092438,0.6541123986244202,0.8732987642288208,0.9531736373901367
Image_324,-0.005942679941654205,0.004918206483125687,0.005126401782035828,0.017067134380340576,0.051394592970609665,0.09871747344732285,0.14862793684005737,0.20956172049045563,0.388073593378067,0.6740050315856934,0.8645417094230652,0.9420103430747986
Image_325,0.001591462641954422,0.01969517022371292,0.04572179540991783,0.037821173667907715,0.06969642639160156,0.13463476300239563,0.18338453769683838,0.2606956958770752,0.4191891551017761,0.7412968873977661,0.8738275766372681,0.9250619411468506
Image_326,0.014200020581483841,0.0011965706944465637,-0.01655343919992447,-0.003483794629573822,0.039049822837114334,0.09884273260831833,0.1352480947971344,0.18041400611400604,0.2978441119194031,0.6235324740409851,0.8387442827224731,0.9397327899932861
Image_327,0.08025163412094116,0.059261154383420944,0.06664656102657318,0.08836957812309265,0.12030470371246338,0.15443721413612366,0.19553065299987793,0.2416861206293106,0.40973520278930664,0.7428916692733765,0.8924022912979126,0.8876372575759888
Image_328,-0.018737338483333588,-0.048227038234472275,-0.057119570672512054,-0.05250559747219086,-0.016747117042541504,0.03233063220977783,0.06815091520547867,0.13894681632518768,0.2832884192466736,0.6705410480499268,0.8750969171524048,0.9477525949478149
Image_329,0.03443640470504761,0.05994797125458717,0.06019100546836853,0.07136523723602295,0.10749559104442596,0.14588092267513275,0.19692769646644592,0.25262683629989624,0.3976251482963562,0.7399083971977234,0.8951556086540222,0.9141618609428406
Image_330,0.024667441844940186,0.03929639235138893,0.04620841145515442,0.043538209050893784,0.07440129667520523,0.13911713659763336,0.17957864701747894,0.24404063820838928,0.39834800362586975,0.6995680928230286,0.9020206928253174,0.9347895383834839
Image_331,-0.032971709966659546,-0.015748590230941772,-0.023718304932117462,-0.013251371681690216,0.023364044725894928,0.07345699518918991,0.11473719775676727,0.18567033112049103,0.33663618564605713,0.6141324043273926,0.8333858251571655,0.937076985836029
Image_332,0.031129423528909683,0.05238879844546318,0.05878463387489319,0.08355877548456192,0.13378556072711945,0.19971756637096405,0.2443857491016388,0.2888529300689697,0.4364650845527649,0.7655913233757019,0.8919776678085327,0.9086755514144897
Image_333,0.05187207832932472,0.030822619795799255,0.03639847785234451,0.06010127812623978,0.10361577570438385,0.14828085899353027,0.1866464763879776,0.24764463305473328,0.40125948190689087,0.7318617105484009,0.8784962892532349,0.9174036383628845
Image_334,-0.024713531136512756,-0.009167332202196121,0.009351909160614014,0.02177175134420395,0.07987387478351593,0.12485609203577042,0.17231813073158264,0.23420517146587372,0.4247109889984131,0.7684499025344849,0.888268232345581,0.9185106754302979
Image_335,0.011412817984819412,0.00296083465218544,-0.007139317691326141,-0.0026927441358566284,0.038887545466423035,0.07435924559831619,0.11189941316843033,0.17821666598320007,0.31419461965560913,0.6651702523231506,0.8631411194801331,0.933083176612854
Image_336,0.008118590340018272,0.045806996524333954,0.04078160226345062,0.0372479073703289,0.06609609723091125,0.10797649621963501,0.15018117427825928,0.22486597299575806,0.35600268840789795,0.6712849140167236,0.8927744626998901,0.9294395446777344
Image_337,0.08239620923995972,0.08817794173955917,0.11080645769834518,0.12305982410907745,0.14245307445526123,0.1852477788925171,0.23501673340797424,0.29281675815582275,0.469881534576416,0.7831935882568359,0.9037375450134277,0.9232966303825378
Image_338,0.008772574365139008,-0.012547321617603302,-0.012597337365150452,-0.017586126923561096,0.011708222329616547,0.06757676601409912,0.10802039504051208,0.17648087441921234,0.31909576058387756,0.6442466974258423,0.8628109693527222,0.9548934102058411
