class,layer,change_rate_avg,change_rate_std
"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",6,-0.10853924274444578,0.09977098585662421
"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",7,0.024227647781372045,0.07548730344214331
"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",8,-0.14175241470336913,0.10482728937424438
"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",9,0.13814045429229738,0.1006427030907331
"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",10,-0.3886004900932312,0.1268175062725167
"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",11,-2.493206145763397,0.3414550831961048
"black stork, Ciconia nigra",1,-0.0007672595977783025,0.04934944083112148
"black stork, Ciconia nigra",2,-0.08085996627807619,0.06106185937681174
"black stork, Ciconia nigra",3,0.010862936973571742,0.04305705346535879
"black stork, Ciconia nigra",4,-0.1661081314086914,0.03741355662802793
"black stork, Ciconia nigra",5,-0.017856016159057644,0.05614438899643477
"black stork, Ciconia nigra",6,-0.16962509632110595,0.10971458390864543
"black stork, Ciconia nigra",7,0.03657544136047365,0.09593688829681486
"black stork, Ciconia nigra",8,-0.11898884296417236,0.07737136732945041
"black stork, Ciconia nigra",9,0.15527691364288326,0.08377648995915613
"black stork, Ciconia nigra",10,-0.34980135440826415,0.11680132443291945
"black stork, Ciconia nigra",11,-2.7346604108810424,0.3258445813361568
"king penguin, Aptenodytes patagonica",1,0.006896467208862314,0.07348515687355495
"king penguin, Aptenodytes patagonica",2,-0.11612401485443119,0.05685990336432887
"king penguin, Aptenodytes patagonica",3,-0.00571358680725095,0.03602597440872219
"king penguin, Aptenodytes patagonica",4,-0.17015655040740968,0.04795871655904338
"king penguin, Aptenodytes patagonica",5,-0.01581887722015379,0.05643335938267691
"king penguin, Aptenodytes patagonica",6,-0.24023177146911626,0.08870412775848986
"king penguin, Aptenodytes patagonica",7,0.08344986915588379,0.08937336097832857
"king penguin, Aptenodytes patagonica",8,-0.09050197601318359,0.07596220973962534
"king penguin, Aptenodytes patagonica",9,0.2263717222213745,0.11208532944066606
"king penguin, Aptenodytes patagonica",10,-0.45565861225128174,0.17458012445107696
"king penguin, Aptenodytes patagonica",11,-2.9511013507843016,0.3623965667990559
"albatross, mollymawk",1,-0.01764026165008546,0.043814293505138484
"albatross, mollymawk",2,-0.08220846652984617,0.04825687781874609
"albatross, mollymawk",3,0.029135274887084915,0.038160563007657945
"albatross, mollymawk",4,-0.17233336925506587,0.05894481157197978
"albatross, mollymawk",5,-0.011732382774353045,0.056480141118563386
"albatross, mollymawk",6,-0.20262481689453118,0.07160943538705625
"albatross, mollymawk",7,0.05650723934173584,0.09289584298915808
"albatross, mollymawk",8,-0.06374705314636234,0.09424761329290349
"albatross, mollymawk",9,0.2445189380645752,0.09203439777348012
"albatross, mollymawk",10,-0.2965936279296875,0.14945746174536326
"albatross, mollymawk",11,-2.9994835567474367,0.380125263955953
"dugong, Dugong dugon",1,0.0354677391052246,0.04762075301746316
"dugong, Dugong dugon",2,-0.08823486328124996,0.05007994861896856
"dugong, Dugong dugon",3,0.007322640419006365,0.03781408587754171
"dugong, Dugong dugon",4,-0.1688407754898072,0.0559029706308677
"dugong, Dugong dugon",5,0.008668904304504404,0.05308456225424273
"dugong, Dugong dugon",6,-0.1982728672027588,0.0985971648583139
"dugong, Dugong dugon",7,0.0007939767837524148,0.090886932387204
"dugong, Dugong dugon",8,-0.16692302227020261,0.13450984562007723
"dugong, Dugong dugon",9,0.21283500671386718,0.09837212240370516
"dugong, Dugong dugon",10,-0.596707353591919,0.17006446252385082
"dugong, Dugong dugon",11,-2.5702596378326414,0.3363093780874933
Chihuahua,1,-0.009944100379943848,0.060969804011782466
Chihuahua,2,-0.07819422721862795,0.0684638675924869
Chihuahua,3,-0.01558429241180418,0.049568514671887415
Chihuahua,4,-0.11939827919006347,0.053666627990906324
Chihuahua,5,-0.07455025672912599,0.0768010463152371
Chihuahua,6,-0.26225519657135005,0.13757166171156196
Chihuahua,7,0.01874283790588379,0.10091580196024069
Chihuahua,8,-0.12447319984436035,0.09806796494164845
Chihuahua,9,0.24671464443206786,0.10800911017447964
Chihuahua,10,-0.6041877031326294,0.1869415425348193
Chihuahua,11,-3.0095974349975587,0.37317842441262233
Yorkshire terrier,1,-0.009739542007446289,0.04554757452521854
Yorkshire terrier,2,0.006704783439636248,0.11684704653853191
Yorkshire terrier,3,-0.02134920120239256,0.05663075396935192
Yorkshire terrier,4,-0.13471526145935064,0.05211415797313502
Yorkshire terrier,5,-0.10324053764343258,0.08556364964575196
Yorkshire terrier,6,-0.2601402950286865,0.12018229038263184
Yorkshire terrier,7,-0.0413127851486206,0.15023914416210468
Yorkshire terrier,8,-0.12305925369262699,0.0961013860037208
Yorkshire terrier,9,0.23190529346466068,0.10758907968688156
Yorkshire terrier,10,-0.6860344886779786,0.24861210300605568
Yorkshire terrier,11,-3.080317192077637,0.44629087684483676
golden retriever,1,0.007021970748901367,0.05146527117547479
golden retriever,2,0.053673548698425305,0.12916576042336086
golden retriever,3,-0.04954270839691164,0.07171691513510119
golden retriever,4,-0.08358128070831297,0.08730606007021055
golden retriever,5,-0.12732185363769533,0.11772998313613033
golden retriever,6,-0.30405410766601565,0.11692085821585431
golden retriever,7,-0.18386231899261474,0.16918409280803848
golden retriever,8,-0.19138189792633056,0.10198742405563081
golden retriever,9,0.17041823387145996,0.10482400437789732
golden retriever,10,-0.9276934576034546,0.3687267366372593
golden retriever,11,-3.1633078622817994,0.4623163502255311
Labrador retriever,1,-0.007542781829833975,0.05632478864755972
Labrador retriever,2,-0.03781635284423832,0.10775455278939919
Labrador retriever,3,-0.0037641906738280985,0.060267297649731745
Labrador retriever,4,-0.12064938545227051,0.057814000867826155
Labrador retriever,5,-0.10012352466583252,0.09836240519058745
Labrador retriever,6,-0.31168457984924314,0.12295848247159312
Labrador retriever,7,-0.06276106357574467,0.1464651324778322
Labrador retriever,8,-0.15701865196228032,0.11767406973629227
Labrador retriever,9,0.1914152669906616,0.09905344685615981
Labrador retriever,10,-0.7027256917953492,0.28600461164448643
Labrador retriever,11,-3.021016116142273,0.4222492932121432
"German shepherd, German shepherd dog, German police dog, alsatian",1,-0.03620854854583741,0.08791520951996083
"German shepherd, German shepherd dog, German police dog, alsatian",2,-0.03385195255279541,0.1209441037272612
"German shepherd, German shepherd dog, German police dog, alsatian",3,-0.03321595668792728,0.08225688689861442
"German shepherd, German shepherd dog, German police dog, alsatian",4,-0.15269770145416256,0.058845768911772976
"German shepherd, German shepherd dog, German police dog, alsatian",5,-0.12095541000366214,0.13505015519112165
"German shepherd, German shepherd dog, German police dog, alsatian",6,-0.2662863779067993,0.14092088418583434
"German shepherd, German shepherd dog, German police dog, alsatian",7,0.027470192909240698,0.11660052228214131
"German shepherd, German shepherd dog, German police dog, alsatian",8,-0.14423582553863523,0.11333177352061824
"German shepherd, German shepherd dog, German police dog, alsatian",9,0.24390098571777344,0.10680015915161079
